Student admission no,Roll number,Forenoon,Afternoon,Date,Batch name,Reason
2016-1491,80,true,true,2016-04-22,01 - 01-R 2016-17,-
2016-1491,80,true,true,2016-04-25,01 - 01-R 2016-17,-
2013-1060,03,true,true,2016-04-11,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-04-12,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-04-11,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-04-15,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-04-18,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-04-19,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-04-20,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-04-21,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-04-22,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-04-14,01 - 01-R 2016-17,-
2013-1148,78,true,true,2016-04-11,01 - 01-R 2016-17,-
2013-1060,03,true,true,2016-04-12,01 - 01-R 2016-17,-
2014-1196,15,true,true,2016-04-14,01 - 01-R 2016-17,-
2015-1374,77,true,true,2016-04-14,01 - 01-R 2016-17,-
2013-1143,75,true,true,2016-04-14,01 - 01-R 2016-17,-
2013-1003,53,true,true,2016-04-14,01 - 01-R 2016-17,-
2013-1003,53,true,true,2016-04-15,01 - 01-R 2016-17,-
2014-1196,15,true,true,2016-04-19,01 - 01-R 2016-17,-
2013-1143,75,true,true,2016-04-22,01 - 01-R 2016-17,-
2015-1429,,true,true,2016-04-22,01 - 01-R 2016-17,-
2015-1429,,true,true,2016-04-25,01 - 01-R 2016-17,-
2015-1429,,true,true,2016-04-26,01 - 01-R 2016-17,-
2015-1425,08,true,true,2016-03-25,01 - 01-R 2016-17,-
2015-1425,08,true,true,2016-03-24,01 - 01-R 2016-17,-
2013-1147,14,true,true,2016-03-24,01 - 01-R 2016-17,-
2013-1147,14,true,true,2016-03-25,01 - 01-R 2016-17,-
2013-1147,14,true,true,2016-03-28,01 - 01-R 2016-17,-
2013-1147,14,true,true,2016-03-29,01 - 01-R 2016-17,-
2013-1147,14,true,true,2016-03-30,01 - 01-R 2016-17,-
2014-1262,17,true,true,2016-03-24,01 - 01-R 2016-17,-
2016-1491,80,true,true,2016-03-23,01 - 01-R 2016-17,-
2016-1491,80,true,true,2016-03-24,01 - 01-R 2016-17,-
2016-1491,80,true,true,2016-03-25,01 - 01-R 2016-17,-
2016-1491,80,true,true,2016-03-31,01 - 01-R 2016-17,-
2014-1236,83,true,true,2016-03-25,01 - 01-R 2016-17,-
2014-1284,85,true,true,2016-03-24,01 - 01-R 2016-17,-
2014-1284,85,true,true,2016-03-25,01 - 01-R 2016-17,-
2013-1019,56,true,true,2016-03-24,01 - 01-R 2016-17,-
2013-1019,56,true,true,2016-03-25,01 - 01-R 2016-17,-
2013-1135,58,true,true,2016-03-24,01 - 01-R 2016-17,-
2013-1003,53,true,true,2016-03-24,01 - 01-R 2016-17,-
2015-1353,72,true,true,2016-03-25,01 - 01-R 2016-17,-
2015-1353,72,true,true,2016-03-28,01 - 01-R 2016-17,-
2015-1353,72,true,true,2016-03-29,01 - 01-R 2016-17,-
2015-1353,72,true,true,2016-03-24,01 - 01-R 2016-17,-
2015-1353,72,true,true,2016-03-30,01 - 01-R 2016-17,-
2015-1353,72,true,true,2016-03-31,01 - 01-R 2016-17,-
2015-1331,87,true,true,2016-03-25,01 - 01-R 2016-17,-
2015-1429,,true,true,2016-03-24,01 - 01-R 2016-17,-
2015-1429,,true,true,2016-03-25,01 - 01-R 2016-17,-
2015-1429,,true,true,2016-03-29,01 - 01-R 2016-17,-
2015-1319,86,true,true,2016-03-24,01 - 01-R 2016-17,-
2015-1319,86,true,true,2016-03-25,01 - 01-R 2016-17,-
2013-1060,03,true,true,2016-03-25,01 - 01-R 2016-17,-
2015-1351,12,true,true,2016-03-25,01 - 01-R 2016-17,-
2013-1000,01,true,true,2016-03-25,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-03-25,01 - 01-R 2016-17,-
2014-1262,17,true,true,2016-03-25,01 - 01-R 2016-17,-
2014-1196,15,true,true,2016-03-25,01 - 01-R 2016-17,-
2015-1374,77,true,true,2016-03-25,01 - 01-R 2016-17,-
2013-1075,66,true,true,2016-03-25,01 - 01-R 2016-17,-
2013-1135,58,true,true,2016-03-25,01 - 01-R 2016-17,-
N2015-1410,,true,true,2016-04-01,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-05,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-04,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-06,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-07,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-08,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-11,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-12,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-13,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-14,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-15,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-18,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-19,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-20,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-21,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-22,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-25,02 - 02-Pur 2016-17,-
N2015-1410,,true,true,2016-04-26,02 - 02-Pur 2016-17,-
2014-1204,73,true,true,2016-04-01,02 - 02-Pur 2016-17,-
2014-1204,73,true,true,2016-04-20,02 - 02-Pur 2016-17,-
2013-1045,16,true,true,2016-04-01,02 - 02-Pur 2016-17,-
2015-1456,22,true,true,2016-04-06,02 - 02-Pur 2016-17,-
2015-1456,22,true,true,2016-04-07,02 - 02-Pur 2016-17,-
2015-1456,22,true,true,2016-04-08,02 - 02-Pur 2016-17,-
2015-1456,22,true,true,2016-04-11,02 - 02-Pur 2016-17,-
2015-1323,85,true,true,2016-04-11,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-01,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-04,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-05,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-06,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-07,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-08,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-12,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-11,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-13,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-14,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-15,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-18,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-19,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-20,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-21,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-22,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-25,02 - 02-Pur 2016-17,-
2012-0450,,true,true,2016-04-26,02 - 02-Pur 2016-17,-
2015-1424,20,true,true,2016-04-01,02 - 02-Pur 2016-17,-
2015-1424,20,true,true,2016-04-18,02 - 02-Pur 2016-17,-
2013-1091,15,true,true,2016-04-01,02 - 02-Pur 2016-17,-
2015-1355,56,true,true,2016-04-14,02 - 02-Pur 2016-17,-
2015-1355,56,true,true,2016-04-15,02 - 02-Pur 2016-17,-
2012-0884,02,true,true,2016-04-06,02 - 02-Pur 2016-17,-
2012-0884,02,true,true,2016-04-15,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-01,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-04,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-05,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-06,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-07,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-08,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-11,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-12,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-13,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-14,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-15,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-18,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-19,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-20,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-21,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-22,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-25,02 - 02-Pur 2016-17,-
2015-1364,,true,true,2016-04-26,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-01,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-04,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-05,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-06,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-07,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-08,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-11,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-13,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-14,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-15,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-18,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-12,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-19,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-20,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-21,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-22,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-25,02 - 02-Pur 2016-17,-
2015-1458,,true,true,2016-04-26,02 - 02-Pur 2016-17,-
2012-0979,68,true,true,2016-04-01,02 - 02-Pur 2016-17,-
2012-0979,68,true,true,2016-04-11,02 - 02-Pur 2016-17,-
2012-0925,57,true,true,2016-04-04,02 - 02-Pur 2016-17,-
2012-0925,57,true,true,2016-04-05,02 - 02-Pur 2016-17,-
2012-0925,57,true,true,2016-04-06,02 - 02-Pur 2016-17,-
2012-0925,57,true,true,2016-04-07,02 - 02-Pur 2016-17,-
2012-0925,57,true,true,2016-04-08,02 - 02-Pur 2016-17,-
2012-0925,57,true,true,2016-04-11,02 - 02-Pur 2016-17,-
2012-0925,57,true,true,2016-04-14,02 - 02-Pur 2016-17,-
2013-1039,78,true,true,2016-04-08,02 - 02-Pur 2016-17,-
2012-0964,65,true,true,2016-04-06,02 - 02-Pur 2016-17,-
2012-0964,65,true,true,2016-04-07,02 - 02-Pur 2016-17,-
2012-0964,65,true,true,2016-04-22,02 - 02-Pur 2016-17,-
2012-0895,04,true,true,2016-04-04,02 - 02-Pur 2016-17,-
2008-0448,51,true,true,2016-04-26,10 - 10 2016-17,-
2013-1071,70,true,true,2016-04-25,10 - 10 2016-17,-
2013-1071,70,true,true,2016-04-26,10 - 10 2016-17,-
2015-1401,76,true,true,2016-04-25,10 - 10 2016-17,-
2004-0049,60,true,true,2016-04-25,10 - 10 2016-17,-
2013-1113,74,true,true,2016-04-25,10 - 10 2016-17,-
2013-1113,74,true,true,2016-04-26,10 - 10 2016-17,-
2015-1362,69,true,true,2016-04-25,10 - 10 2016-17,-
2010-0672,80,true,true,2016-04-26,10 - 10 2016-17,-
2012-0930,65,true,true,2016-04-25,10 - 10 2016-17,-
2015-1361,63,true,true,2016-04-25,10 - 10 2016-17,-
2015-1361,63,true,true,2016-04-26,10 - 10 2016-17,-
2010-0623,02,true,true,2016-04-25,10 - 10 2016-17,-
2015-1334,73,true,true,2016-04-25,10 - 10 2016-17,-
2015-1334,73,true,true,2016-04-26,10 - 10 2016-17,-
2011-0800,77,true,true,2016-04-26,10 - 10 2016-17,-
2014-1154,55,true,true,2016-04-26,10 - 10 2016-17,-
2015-1356,57,true,true,2016-04-26,10 - 10 2016-17,-
2014-1156,,true,true,2016-04-26,10 - 10 2016-17,-
2014-1156,,true,true,2016-04-25,10 - 10 2016-17,-
2012-0879,21,true,true,2016-03-25,05 - 05-G 2016-17,-
2014-1185,09,true,true,2016-03-25,05 - 05-G 2016-17,-
2016-1479,17,true,true,2016-03-25,05 - 05-G 2016-17,-
2015-1309,11,true,true,2016-03-25,05 - 05-G 2016-17,-
2009-0466,01,true,true,2016-03-25,05 - 05-G 2016-17,-
2015-1432,12,true,true,2016-03-24,05 - 05-G 2016-17,-
2015-1432,12,true,true,2016-03-25,05 - 05-G 2016-17,-
2010-0608,03,true,true,2016-03-25,05 - 05-G 2016-17,-
2009-0500,05,true,true,2016-03-25,05 - 05-G 2016-17,-
2015-1441,13,true,true,2016-03-28,05 - 05-G 2016-17,-
2016-1479,17,true,true,2016-03-28,05 - 05-G 2016-17,-
2016-1479,17,true,true,2016-03-29,05 - 05-G 2016-17,-
2015-1309,11,true,true,2016-03-29,05 - 05-G 2016-17,-
2015-1309,11,true,true,2016-03-30,05 - 05-G 2016-17,-
2015-1309,11,true,true,2016-03-31,05 - 05-G 2016-17,-
2009-0500,05,true,true,2016-03-31,05 - 05-G 2016-17,-
2004-0070,61,true,true,2016-04-27,10 - 10 2016-17,-
2004-0070,61,true,true,2016-04-28,10 - 10 2016-17,-
2008-0448,51,true,true,2016-04-27,10 - 10 2016-17,-
2008-0448,51,true,true,2016-04-28,10 - 10 2016-17,-
2013-1030,52,true,true,2016-04-27,10 - 10 2016-17,-
2013-1113,74,true,true,2016-04-27,10 - 10 2016-17,-
2013-1113,74,true,true,2016-04-28,10 - 10 2016-17,-
2010-0672,80,true,true,2016-04-27,10 - 10 2016-17,-
2010-0672,80,true,true,2016-04-28,10 - 10 2016-17,-
2015-1336,04,true,true,2016-04-28,10 - 10 2016-17,-
2008-0450,56,true,true,2016-04-27,10 - 10 2016-17,-
2014-1156,,true,true,2016-04-27,10 - 10 2016-17,-
2014-1156,,true,true,2016-04-28,10 - 10 2016-17,-
2011-0814,06,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2015-1438,15,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2011-0805,05,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2012-0889,19,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2013-1062,84,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2011-0857,71,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2014-1256,86,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2012-0877,79,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2012-0954,81,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2012-0924,67,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2013-1080,83,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2014-1161,52,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2015-1400,82,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2014-1233,72,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2011-0786,63,true,true,2016-03-21,03 - 03-G 2016-17,unknow
2012-0889,19,true,true,2016-03-22,03 - 03-G 2016-17,unknow
2011-0805,05,true,true,2016-03-22,03 - 03-G 2016-17,unknow
2013-1062,84,true,true,2016-03-22,03 - 03-G 2016-17,-
2014-1256,86,true,true,2016-03-22,03 - 03-G 2016-17,-
2012-0954,81,true,true,2016-03-22,03 - 03-G 2016-17,-
2012-0887,53,true,true,2016-03-22,03 - 03-G 2016-17,-
2014-1161,52,true,true,2016-03-22,03 - 03-G 2016-17,-
2015-1400,82,true,true,2016-03-22,03 - 03-G 2016-17,-
2011-0857,71,true,true,2016-03-22,03 - 03-G 2016-17,-
2011-0805,05,true,true,2016-03-24,03 - 03-G 2016-17,-
2012-0889,19,true,true,2016-03-24,03 - 03-G 2016-17,-
2015-1329,23,true,true,2016-03-24,03 - 03-G 2016-17,-
2015-1400,82,true,true,2016-03-24,03 - 03-G 2016-17,-
2012-0887,53,true,true,2016-03-24,03 - 03-G 2016-17,-
2013-1062,84,true,true,2016-03-24,03 - 03-G 2016-17,-
2015-1329,23,true,true,2016-03-28,03 - 03-G 2016-17,-
2013-1062,84,true,true,2016-03-28,03 - 03-G 2016-17,-
2014-1293,70,true,true,2016-03-28,03 - 03-G 2016-17,-
2013-1008,59,true,true,2016-03-28,03 - 03-G 2016-17,-
2013-1062,84,true,true,2016-03-29,03 - 03-G 2016-17,-
2013-1062,84,true,true,2016-03-30,03 - 03-G 2016-17,-
2013-1062,84,true,true,2016-03-31,03 - 03-G 2016-17,-
2014-1233,72,true,true,2016-03-30,03 - 03-G 2016-17,-
2004-0070,61,true,true,2016-04-29,10 - 10 2016-17,-
2008-0448,51,true,true,2016-04-29,10 - 10 2016-17,-
2010-0672,80,true,true,2016-04-29,10 - 10 2016-17,-
2015-1336,04,true,true,2016-04-29,10 - 10 2016-17,-
2014-1156,,true,true,2016-04-29,10 - 10 2016-17,-
2013-1005,68,true,true,2016-04-29,10 - 10 2016-17,-
2011-0868,73,true,true,2016-04-05,03 - 03-G 2016-17,unknow
2015-1329,23,true,true,2016-04-05,03 - 03-G 2016-17,unknow
2011-0849,12,true,true,2016-04-06,03 - 03-G 2016-17,-
2015-1400,82,true,true,2016-04-06,03 - 03-G 2016-17,-
2015-1400,82,true,true,2016-04-07,03 - 03-G 2016-17,-
2015-1400,82,true,true,2016-04-08,03 - 03-G 2016-17,-
2016-1514,54,true,true,2016-04-08,03 - 03-G 2016-17,-
2012-0877,79,true,true,2016-04-15,03 - 03-G 2016-17,-
2012-0971,18,true,true,2016-04-15,03 - 03-G 2016-17,-
2012-0954,81,true,true,2016-04-22,03 - 03-G 2016-17,-
2014-1161,52,true,true,2016-04-29,03 - 03-G 2016-17,-
2012-0971,18,true,true,2016-04-27,03 - 03-G 2016-17,-
2011-0857,71,true,true,2016-04-29,03 - 03-G 2016-17,-
2012-0877,79,true,true,2016-04-18,03 - 03-G 2016-17,-
2016-1514,54,true,true,2016-04-11,03 - 03-G 2016-17,-
2016-1514,54,true,true,2016-04-12,03 - 03-G 2016-17,-
2015-1418,11,true,true,2016-03-23,NUR - NU-T 2016-17,-
2015-1418,11,true,true,2016-03-25,NUR - NU-T 2016-17,-
2015-1418,11,true,true,2016-03-24,NUR - NU-T 2016-17,-
2015-1338,04,true,true,2016-03-23,NUR - NU-T 2016-17,-
2015-1338,04,true,true,2016-03-24,NUR - NU-T 2016-17,-
2015-1338,04,true,true,2016-03-25,NUR - NU-T 2016-17,-
2015-1461,18,true,true,2016-03-29,NUR - NU-T 2016-17,-
2015-1461,18,true,true,2016-03-31,NUR - NU-T 2016-17,-
2015-1402,58,true,true,2016-03-31,NUR - NU-T 2016-17,-
2015-1444,64,true,true,2016-03-30,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-03-24,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-03-25,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-03-28,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-03-31,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-03-23,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-03-28,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-03-29,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-03-30,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-03-31,NUR - NU-T 2016-17,-
2015-1417,10,true,true,2016-03-23,NUR - NU-T 2016-17,-
2015-1417,10,true,true,2016-03-25,NUR - NU-T 2016-17,-
2015-1417,10,true,true,2016-03-29,NUR - NU-T 2016-17,-
2015-1417,10,true,true,2016-03-30,NUR - NU-T 2016-17,-
2015-1417,10,true,true,2016-03-24,NUR - NU-T 2016-17,-
2015-1315,02,true,true,2016-03-24,NUR - NU-T 2016-17,-
2015-1315,02,true,true,2016-03-23,NUR - NU-T 2016-17,-
2015-1366,56,true,true,2016-03-23,NUR - NU-T 2016-17,-
2015-1366,56,true,true,2016-03-24,NUR - NU-T 2016-17,-
2015-1366,56,true,true,2016-03-25,NUR - NU-T 2016-17,-
2015-1366,56,true,true,2016-03-28,NUR - NU-T 2016-17,-
2015-1366,56,true,true,2016-03-29,NUR - NU-T 2016-17,-
2015-1366,56,true,true,2016-03-30,NUR - NU-T 2016-17,-
2016-1476,71,true,true,2016-03-24,NUR - NU-T 2016-17,-
2016-1463,19,true,true,2016-04-05,NUR - NU-T 2016-17,-
2016-1463,19,true,true,2016-04-15,NUR - NU-T 2016-17,-
2015-1418,11,true,true,2016-04-07,NUR - NU-T 2016-17,-
2015-1418,11,true,true,2016-04-11,NUR - NU-T 2016-17,-
2015-1418,11,true,true,2016-04-21,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-01,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-04,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-05,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-06,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-07,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-08,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-11,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-12,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-13,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-14,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-15,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-18,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-19,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-20,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-21,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-22,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-25,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-26,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-27,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-28,NUR - NU-T 2016-17,-
2015-1454,001,true,true,2016-04-29,NUR - NU-T 2016-17,-
2015-1322,52,true,true,2016-04-04,NUR - NU-T 2016-17,-
2015-1322,52,true,true,2016-04-05,NUR - NU-T 2016-17,-
2015-1338,04,true,true,2016-04-20,NUR - NU-T 2016-17,-
2015-1338,04,true,true,2016-04-21,NUR - NU-T 2016-17,-
2015-1461,18,true,true,2016-04-01,NUR - NU-T 2016-17,-
2015-1461,18,true,true,2016-04-25,NUR - NU-T 2016-17,-
2016-1538,20,true,true,2016-04-20,NUR - NU-T 2016-17,-
2015-1327,53,true,true,2016-04-04,NUR - NU-T 2016-17,-
2015-1327,53,true,true,2016-04-05,NUR - NU-T 2016-17,-
2015-1327,53,true,true,2016-04-06,NUR - NU-T 2016-17,-
2015-1327,53,true,true,2016-04-07,NUR - NU-T 2016-17,-
2015-1327,53,true,true,2016-04-08,NUR - NU-T 2016-17,-
2015-1459,17,true,true,2016-04-25,NUR - NU-T 2016-17,-
2015-1402,58,true,true,2016-04-04,NUR - NU-T 2016-17,-
2015-1402,58,true,true,2016-04-07,NUR - NU-T 2016-17,-
2015-1402,58,true,true,2016-04-14,NUR - NU-T 2016-17,-
2015-1402,58,true,true,2016-04-15,NUR - NU-T 2016-17,-
2015-1437,62,true,true,2016-04-05,NUR - NU-T 2016-17,-
2015-1437,62,true,true,2016-04-15,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-01,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-04,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-05,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-06,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-07,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-08,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-11,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-12,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-13,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-14,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-15,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-18,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-19,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-20,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-21,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-22,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-25,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-26,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-27,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-28,NUR - NU-T 2016-17,-
2015-1357,,true,true,2016-04-29,NUR - NU-T 2016-17,-
2015-1417,10,true,true,2016-04-06,NUR - NU-T 2016-17,-
2015-1417,10,true,true,2016-04-14,NUR - NU-T 2016-17,-
2015-1417,10,true,true,2016-04-15,NUR - NU-T 2016-17,-
2015-1315,02,true,true,2016-04-01,NUR - NU-T 2016-17,-
2015-1315,02,true,true,2016-04-18,NUR - NU-T 2016-17,-
2015-1366,56,true,true,2016-04-01,NUR - NU-T 2016-17,-
2015-1366,56,true,true,2016-04-04,NUR - NU-T 2016-17,-
2015-1366,56,true,true,2016-04-07,NUR - NU-T 2016-17,-
2015-1366,56,true,true,2016-04-08,NUR - NU-T 2016-17,-
2016-1476,71,true,true,2016-04-25,NUR - NU-T 2016-17,-
2014-1274,54,true,true,2016-03-28,01 - 01-B 2016-17,-
2013-1130,11,true,true,2016-03-25,01 - 01-B 2016-17,-
2013-1130,11,true,true,2016-03-31,01 - 01-B 2016-17,-
2015-1348,89,true,true,2016-03-28,01 - 01-B 2016-17,-
2015-1348,89,true,true,2016-03-25,01 - 01-B 2016-17,-
2015-1348,89,true,true,2016-03-24,01 - 01-B 2016-17,-
2013-1106,06,true,true,2016-03-25,01 - 01-B 2016-17,-
2014-1274,54,true,true,2016-03-25,01 - 01-B 2016-17,-
2014-1274,54,true,true,2016-03-24,01 - 01-B 2016-17,-
2014-1274,54,true,true,2016-03-23,01 - 01-B 2016-17,-
2014-1285,05,true,true,2016-03-23,01 - 01-B 2016-17,-
2014-1285,05,true,true,2016-03-24,01 - 01-B 2016-17,-
2014-1285,05,true,true,2016-03-25,01 - 01-B 2016-17,-
2015-1436,51,true,true,2016-03-23,01 - 01-B 2016-17,-
2015-1436,51,true,true,2016-03-24,01 - 01-B 2016-17,-
2015-1436,51,true,true,2016-03-25,01 - 01-B 2016-17,-
2013-1023,57,true,true,2016-03-23,01 - 01-B 2016-17,-
2013-1023,57,true,true,2016-03-24,01 - 01-B 2016-17,-
2013-1023,57,true,true,2016-03-25,01 - 01-B 2016-17,-
2016-1477,69,true,true,2016-03-25,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-03-23,01 - 01-B 2016-17,-
2013-1029,59,true,true,2016-03-23,01 - 01-B 2016-17,-
