Student admission no,Roll number,Forenoon,Afternoon,Date,Batch name,Reason
2013-1143,75,true,true,2016-04-25,01 - 01-R 2016-17,-
2013-1143,75,true,true,2016-04-27,01 - 01-R 2016-17,-
2013-1135,58,true,true,2016-04-26,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-04-27,01 - 01-R 2016-17,-
2013-1019,56,true,true,2016-04-27,01 - 01-R 2016-17,-
2013-1019,56,true,true,2016-04-28,01 - 01-R 2016-17,-
2013-1019,56,true,true,2016-04-29,01 - 01-R 2016-17,-
2014-1262,17,true,true,2016-04-28,01 - 01-R 2016-17,-
2013-1003,53,true,true,2016-04-28,01 - 01-R 2016-17,-
2013-1000,01,true,true,2016-04-28,01 - 01-R 2016-17,-
2014-1196,15,true,true,2016-04-29,01 - 01-R 2016-17,-
2013-1135,58,true,true,2016-04-29,01 - 01-R 2016-17,-
2014-1236,83,true,true,2016-04-29,01 - 01-R 2016-17,-
2014-1284,85,true,true,2016-04-29,01 - 01-R 2016-17,-
2015-1351,12,true,true,2016-04-29,01 - 01-R 2016-17,-
2013-1060,03,true,true,2016-05-02,01 - 01-R 2016-17,-
2014-1262,17,true,true,2016-05-02,01 - 01-R 2016-17,-
2015-1353,72,true,true,2016-05-02,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-03-30,01 - 01-R 2016-17,-
2014-1262,17,true,true,2016-03-23,01 - 01-R 2016-17,-
2014-1262,17,true,true,2016-03-28,01 - 01-R 2016-17,-
2014-1262,17,true,true,2016-03-29,01 - 01-R 2016-17,-
2014-1262,17,true,true,2016-03-31,01 - 01-R 2016-17,-
2013-1143,75,true,true,2016-03-25,01 - 01-R 2016-17,-
2013-1143,75,true,true,2016-03-24,01 - 01-R 2016-17,-
2013-1143,75,true,true,2016-03-23,01 - 01-R 2016-17,-
2013-1143,75,true,true,2016-03-28,01 - 01-R 2016-17,-
2013-1143,75,true,true,2016-03-29,01 - 01-R 2016-17,-
2008-0409,08,true,true,2016-05-10,07 - 07-A 2016-17,-
2008-0409,08,true,true,2016-05-06,07 - 07-A 2016-17,-
2015-1307,03,true,true,2016-04-01,07 - 07-A 2016-17,-
2015-1307,03,true,true,2016-04-07,07 - 07-A 2016-17,-
2010-0724,04,true,true,2016-04-01,07 - 07-A 2016-17,-
2008-0409,08,true,true,2016-04-01,07 - 07-A 2016-17,-
2008-0409,08,true,true,2016-04-04,07 - 07-A 2016-17,-
2008-0409,08,true,true,2016-03-24,07 - 07-A 2016-17,H
2008-0409,08,true,true,2016-03-25,07 - 07-A 2016-17,-
2008-0409,08,true,true,2016-03-28,07 - 07-A 2016-17,-
2008-0409,08,true,true,2016-03-29,07 - 07-A 2016-17,-
2008-0409,08,true,true,2016-03-23,07 - 07-A 2016-17,-
2008-0409,08,true,true,2016-03-31,07 - 07-A 2016-17,-
2008-0409,08,true,true,2016-03-30,07 - 07-A 2016-17,-
2009-0544,01,true,true,2016-03-28,07 - 07-A 2016-17,-
2010-0623,02,true,true,2016-05-12,10 - 10 2016-17,-
2014-1264,05,true,true,2016-05-12,10 - 10 2016-17,-
2016-1548,56,true,true,2016-05-13,06 - 06-S 2016-17,-
2010-0659,71,true,true,2016-05-13,07 - 07-B 2016-17,-
2010-0659,71,true,true,2016-05-02,07 - 07-B 2016-17,-
2010-0659,71,true,true,2016-05-03,07 - 07-B 2016-17,-
2010-0659,71,true,true,2016-05-04,07 - 07-B 2016-17,-
2010-0659,71,true,true,2016-05-05,07 - 07-B 2016-17,-
2010-0659,71,true,true,2016-05-06,07 - 07-B 2016-17,-
2010-0659,71,true,true,2016-05-09,07 - 07-B 2016-17,-
2010-0659,71,true,true,2016-05-10,07 - 07-B 2016-17,-
2010-0659,71,true,true,2016-05-11,07 - 07-B 2016-17,-
2010-0659,71,true,true,2016-05-12,07 - 07-B 2016-17,-
2015-1427,73,true,true,2016-05-12,07 - 07-B 2016-17,-
2015-1427,73,true,true,2016-05-11,07 - 07-B 2016-17,-
2010-0659,71,true,true,2016-04-26,07 - 07-B 2016-17,
2016-1525,67,true,true,2016-04-08,07 - 07-B 2016-17,
2016-1525,67,true,true,2016-05-09,07 - 07-B 2016-17,
2015-1382,62,true,true,2016-05-11,07 - 07-B 2016-17,
2016-1508,54,true,true,2016-05-03,07 - 07-B 2016-17,
2016-1508,54,true,true,2016-05-10,07 - 07-B 2016-17,
2016-1539,68,true,true,2016-05-11,07 - 07-B 2016-17,Leave
2015-1363,56,true,true,2016-05-11,07 - 07-B 2016-17,
2015-1427,73,true,true,2016-05-13,07 - 07-B 2016-17,
2015-1427,73,true,true,2016-05-02,07 - 07-B 2016-17,
2015-1427,73,true,true,2016-05-04,07 - 07-B 2016-17,
2013-1033,61,true,true,2016-05-11,07 - 07-B 2016-17,
2009-0480,76,true,true,2016-05-09,07 - 07-B 2016-17,
2011-0761,63,true,true,2016-05-06,07 - 07-B 2016-17,
2016-1530,65,true,true,2016-05-11,07 - 07-B 2016-17,
2010-0692,12,true,true,2016-05-13,04 - 04-G 2016-17,
2011-0711,16,true,true,2016-05-13,04 - 04-G 2016-17,
2010-0693,13,true,true,2016-05-02,04 - 04-G 2016-17,Unknow
2013-10440,22,true,true,2016-05-03,04 - 04-G 2016-17,Unknown
2015-1308,10,true,true,2016-05-04,04 - 04-G 2016-17,Unknown
2014-1199,15,true,true,2016-05-05,04 - 04-G 2016-17,Unknown
2010-0600,04,true,true,2016-05-06,04 - 04-G 2016-17,Unknown
2010-0673,08,true,true,2016-05-09,04 - 04-G 2016-17,Unknown
2011-0711,16,true,true,2016-05-09,04 - 04-G 2016-17,Unknown
2010-0623,02,true,true,2016-05-13,10 - 10 2016-17,-
2014-1264,05,true,true,2016-05-13,10 - 10 2016-17,-
2014-1243,16,true,true,2016-04-08,05 - 05-G 2016-17,-
2014-1243,16,true,true,2016-04-29,05 - 05-G 2016-17,-
2010-0629,15,true,true,2016-04-04,05 - 05-G 2016-17,-
2010-0629,15,true,true,2016-04-06,05 - 05-G 2016-17,-
2010-0629,15,true,true,2016-04-18,05 - 05-G 2016-17,-
2010-0629,15,true,true,2016-04-19,05 - 05-G 2016-17,-
2010-0629,15,true,true,2016-04-20,05 - 05-G 2016-17,-
2010-0629,15,true,true,2016-04-21,05 - 05-G 2016-17,-
2012-0879,21,true,true,2016-04-25,05 - 05-G 2016-17,-
2012-0879,21,true,true,2016-04-26,05 - 05-G 2016-17,-
2012-0879,21,true,true,2016-04-27,05 - 05-G 2016-17,-
2014-1185,09,true,true,2016-04-19,05 - 05-G 2016-17,-
2009-0466,01,true,true,2016-04-05,05 - 05-G 2016-17,-
2009-0466,01,true,true,2016-04-25,05 - 05-G 2016-17,-
2016-1479,17,true,true,2016-04-01,05 - 05-G 2016-17,-
2016-1479,17,true,true,2016-04-15,05 - 05-G 2016-17,-
2016-1479,17,true,true,2016-04-18,05 - 05-G 2016-17,-
2016-1479,17,true,true,2016-04-20,05 - 05-G 2016-17,-
2016-1479,17,true,true,2016-04-21,05 - 05-G 2016-17,-
2015-1309,11,true,true,2016-04-04,05 - 05-G 2016-17,-
2015-1309,11,true,true,2016-04-08,05 - 05-G 2016-17,-
2015-1309,11,true,true,2016-04-07,05 - 05-G 2016-17,-
2015-1309,11,true,true,2016-04-11,05 - 05-G 2016-17,-
2015-1309,11,true,true,2016-04-12,05 - 05-G 2016-17,-
2015-1309,11,true,true,2016-04-13,05 - 05-G 2016-17,-
2015-1309,11,true,true,2016-04-22,05 - 05-G 2016-17,-
2015-1309,11,true,true,2016-04-26,05 - 05-G 2016-17,-
2015-1432,12,true,true,2016-04-01,05 - 05-G 2016-17,-
2015-1432,12,true,true,2016-04-04,05 - 05-G 2016-17,-
2015-1432,12,true,true,2016-04-05,05 - 05-G 2016-17,-
2015-1432,12,true,true,2016-04-11,05 - 05-G 2016-17,-
2009-0500,05,true,true,2016-04-01,05 - 05-G 2016-17,-
2014-1233,72,true,true,2016-05-02,03 - 03-G 2016-17,-
2011-0868,73,true,true,2016-05-02,03 - 03-G 2016-17,-
2014-1161,52,true,true,2016-05-02,03 - 03-G 2016-17,-
2014-1178,11,true,true,2016-05-02,03 - 03-G 2016-17,-
2011-0868,73,true,true,2016-05-03,03 - 03-G 2016-17,-
2014-1161,52,true,true,2016-05-03,03 - 03-G 2016-17,-
2011-0868,73,true,true,2016-05-04,03 - 03-G 2016-17,-
2014-1161,52,true,true,2016-05-04,03 - 03-G 2016-17,-
2011-0868,73,true,true,2016-05-06,03 - 03-G 2016-17,-
2014-1161,52,true,true,2016-05-06,03 - 03-G 2016-17,-
2014-1161,52,true,true,2016-05-09,03 - 03-G 2016-17,-
2011-0849,12,true,true,2016-05-09,03 - 03-G 2016-17,-
2016-1493,58,true,true,2016-05-09,03 - 03-G 2016-17,-
2016-1514,54,true,true,2016-05-09,03 - 03-G 2016-17,-
2015-1403,03,true,true,2016-05-09,03 - 03-G 2016-17,-
2014-1293,70,true,true,2016-05-10,03 - 03-G 2016-17,-
2011-0814,06,true,true,2016-05-10,03 - 03-G 2016-17,-
2014-1161,52,true,true,2016-05-10,03 - 03-G 2016-17,-
2014-1233,72,true,true,2016-05-11,03 - 03-G 2016-17,-
2011-0868,73,true,true,2016-05-11,03 - 03-G 2016-17,-
2014-1161,52,true,true,2016-05-11,03 - 03-G 2016-17,-
2016-1493,58,true,true,2016-05-11,03 - 03-G 2016-17,-
2014-1161,52,true,true,2016-05-12,03 - 03-G 2016-17,-
2014-1161,52,true,true,2016-05-13,03 - 03-G 2016-17,-
2014-1274,54,true,true,2016-05-02,01 - 01-B 2016-17,
2016-1477,69,true,true,2016-05-09,01 - 01-B 2016-17,
2016-1477,69,true,true,2016-05-11,01 - 01-B 2016-17,
2012-0996,88,true,true,2016-05-17,01 - 01-B 2016-17,
2015-1373,78,true,true,2016-05-05,06 - 06-S 2016-17,-
2015-1326,71,true,true,2016-05-05,06 - 06-S 2016-17,-
2011-07860,79,true,true,2016-05-05,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-05-06,06 - 06-S 2016-17,-
2016-1526,57,true,true,2016-05-06,06 - 06-S 2016-17,-
2016-1526,57,true,true,2016-05-09,06 - 06-S 2016-17,-
2010-0635,75,true,true,2016-05-09,06 - 06-S 2016-17,-
2011-07860,79,true,true,2016-05-09,06 - 06-S 2016-17,-
2010-0679,53,true,true,2016-05-10,06 - 06-S 2016-17,-
2012-0933,63,true,true,2016-05-11,06 - 06-S 2016-17,-
2008-0379,52,true,true,2016-05-11,06 - 06-S 2016-17,-
2008-0378,51,true,true,2016-05-11,06 - 06-S 2016-17,-
2013-1136,76,true,true,2016-05-11,06 - 06-S 2016-17,-
2010-0635,75,true,true,2016-05-05,06 - 06-S 2016-17,-
2014-1238,69,true,true,2016-05-17,06 - 06-S 2016-17,-
2015-1398,13,true,true,2016-05-17,08 - 08-A 2016-17,unknown
2010-0659,71,true,true,2016-05-17,07 - 07-B 2016-17,
2013-1071,70,true,true,2016-05-16,10 - 10 2016-17,-
2013-1071,70,true,true,2016-05-17,10 - 10 2016-17,-
2015-1401,76,true,true,2016-05-17,10 - 10 2016-17,-
2013-1113,74,true,true,2016-05-16,10 - 10 2016-17,-
2013-1113,74,true,true,2016-05-17,10 - 10 2016-17,-
2008-0448,51,true,true,2016-05-17,10 - 10 2016-17,-
2004-0071,59,true,true,2016-05-16,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-16,10 - 10 2016-17,-
2015-1334,73,true,true,2016-05-16,10 - 10 2016-17,-
2014-1264,05,true,true,2016-05-16,10 - 10 2016-17,-
2014-1264,05,true,true,2016-05-17,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-17,10 - 10 2016-17,-
2010-0659,71,true,true,2016-05-16,07 - 07-B 2016-17,
2010-0653,11,true,true,2016-05-05,06 - 06-G 2016-17,unknown
2010-0691,16,true,true,2016-05-05,06 - 06-G 2016-17,unknown
2009-0567,14,true,true,2016-05-11,06 - 06-G 2016-17,unknown
2010-0592,54,true,true,2016-04-01,06 - 06-S 2016-17,-
2013-1136,76,true,true,2016-04-01,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-04-01,06 - 06-S 2016-17,-
2008-0438,58,true,true,2016-04-01,06 - 06-S 2016-17,-
2012-0935,80,true,true,2016-04-04,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-04-04,06 - 06-S 2016-17,-
2012-0933,63,true,true,2016-04-04,06 - 06-S 2016-17,-
2013-1136,76,true,true,2016-04-06,06 - 06-S 2016-17,-
2014-1213,62,true,true,2016-04-08,06 - 06-S 2016-17,-
2014-1238,69,true,true,2016-04-08,06 - 06-S 2016-17,-
2015-1326,71,true,true,2016-04-11,06 - 06-S 2016-17,-
2014-1238,69,true,true,2016-04-11,06 - 06-S 2016-17,-
2013-1136,76,true,true,2016-04-11,06 - 06-S 2016-17,-
2015-1359,61,true,true,2016-04-11,06 - 06-S 2016-17,-
2014-1238,69,true,true,2016-04-12,06 - 06-S 2016-17,-
2010-0581,55,true,true,2016-04-12,06 - 06-S 2016-17,-
2015-1380,81,true,true,2016-04-12,06 - 06-S 2016-17,-
2013-1136,76,true,true,2016-04-13,06 - 06-S 2016-17,-
2015-1326,71,true,true,2016-04-13,06 - 06-S 2016-17,-
2010-0592,54,true,true,2016-04-14,06 - 06-S 2016-17,-
2010-0592,54,true,true,2016-04-15,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-04-15,06 - 06-S 2016-17,-
2014-1238,69,true,true,2016-04-18,06 - 06-S 2016-17,-
2014-1238,69,true,true,2016-04-19,06 - 06-S 2016-17,-
2014-1238,69,true,true,2016-04-20,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-04-20,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-04-19,06 - 06-S 2016-17,-
2013-1136,76,true,true,2016-04-25,06 - 06-S 2016-17,-
2010-0679,53,true,true,2016-04-26,06 - 06-S 2016-17,-
2010-0679,53,true,true,2016-04-28,06 - 06-S 2016-17,-
2012-0933,63,true,true,2016-04-28,06 - 06-S 2016-17,-
2014-1301,70,true,true,2016-04-28,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-04-28,06 - 06-S 2016-17,-
2015-1380,81,true,true,2016-04-29,06 - 06-S 2016-17,-
2014-1238,69,true,true,2016-04-29,06 - 06-S 2016-17,-
2013-1136,76,true,true,2016-04-29,06 - 06-S 2016-17,-
2011-07860,79,true,true,2016-04-29,06 - 06-S 2016-17,-
2011-07860,79,true,true,2016-04-18,06 - 06-S 2016-17,-
2015-1398,13,true,true,2016-05-18,08 - 08-A 2016-17,unknown
2008-0448,51,true,true,2016-05-18,10 - 10 2016-17,-
2013-1113,74,true,true,2016-05-18,10 - 10 2016-17,-
2004-0071,59,true,true,2016-05-18,10 - 10 2016-17,-
2010-0672,80,true,true,2016-05-18,10 - 10 2016-17,-
2013-1133,78,true,true,2016-05-18,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-18,10 - 10 2016-17,-
2014-1154,55,true,true,2016-05-18,10 - 10 2016-17,-
2014-1264,05,true,true,2016-05-18,10 - 10 2016-17,-
2014-1157,02,true,true,2016-05-10,06 - 06-G 2016-17,
2014-1157,02,true,true,2016-05-11,06 - 06-G 2016-17,
2011-0755,19,true,true,2016-05-11,06 - 06-G 2016-17,unknown
2011-0755,19,true,true,2016-04-15,06 - 06-G 2016-17,
2012-0934,61,true,true,2016-05-03,05 - 05-S 2016-17,-
2012-0943,72,true,true,2016-05-05,05 - 05-S 2016-17,-
2010-0583,67,true,true,2016-05-09,05 - 05-S 2016-17,-
2010-0583,67,true,true,2016-05-11,05 - 05-S 2016-17,-
2009-0566,63,true,true,2016-05-04,05 - 05-S 2016-17,-
2009-0566,63,true,true,2016-05-09,05 - 05-S 2016-17,-
2009-0566,63,true,true,2016-05-10,05 - 05-S 2016-17,-
2010-0718,75,true,true,2016-05-06,05 - 05-S 2016-17,-
2010-0624,71,true,true,2016-05-03,05 - 05-S 2016-17,-
2010-0624,71,true,true,2016-05-06,05 - 05-S 2016-17,-
2010-0624,71,true,true,2016-05-09,05 - 05-S 2016-17,-
2011-0855,77,true,true,2016-05-09,05 - 05-S 2016-17,-
2010-0581,55,true,true,2016-03-24,06 - 06-S 2016-17,-
2011-0855,77,true,true,2016-05-10,05 - 05-S 2016-17,-
2011-0855,77,true,true,2016-05-11,05 - 05-S 2016-17,-
2015-1381,84,true,true,2016-05-03,05 - 05-S 2016-17,-
2015-1381,84,true,true,2016-05-02,05 - 05-S 2016-17,-
2016-1528,56,true,true,2016-05-02,05 - 05-S 2016-17,-
2016-1528,56,true,true,2016-05-09,05 - 05-S 2016-17,-
2016-1528,56,true,true,2016-05-10,05 - 05-S 2016-17,-
2016-1528,56,true,true,2016-05-11,05 - 05-S 2016-17,-
2015-1326,71,true,true,2016-03-28,06 - 06-S 2016-17,-
2014-1266,87,true,true,2016-05-18,05 - 05-S 2016-17,-
2015-1326,71,true,true,2016-03-29,06 - 06-S 2016-17,-
2009-0508,67,true,true,2016-03-25,06 - 06-S 2016-17,-
2014-1221,55,true,true,2016-05-09,05 - 05-S 2016-17,-
2014-1221,55,true,true,2016-05-16,05 - 05-S 2016-17,-
2015-1373,78,true,true,2016-03-25,06 - 06-S 2016-17,-
2010-0592,54,true,true,2016-03-25,06 - 06-S 2016-17,-
2015-1347,77,true,true,2016-03-24,06 - 06-S 2016-17,-
2015-1347,77,true,true,2016-03-25,06 - 06-S 2016-17,-
2015-1347,77,true,true,2016-03-28,06 - 06-S 2016-17,-
2014-1213,62,true,true,2016-03-25,06 - 06-S 2016-17,-
2014-1213,62,true,true,2016-03-28,06 - 06-S 2016-17,-
2014-1213,62,true,true,2016-03-31,06 - 06-S 2016-17,-
2015-1380,81,true,true,2016-03-25,06 - 06-S 2016-17,-
2014-1238,69,true,true,2016-03-25,06 - 06-S 2016-17,-
2014-1238,69,true,true,2016-03-30,06 - 06-S 2016-17,-
2013-1136,76,true,true,2016-03-25,06 - 06-S 2016-17,-
2013-1136,76,true,true,2016-03-28,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-03-25,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-03-24,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-03-28,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-03-29,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-03-30,06 - 06-S 2016-17,-
2009-0510,60,true,true,2016-03-31,06 - 06-S 2016-17,-
2010-0607,68,true,true,2016-03-25,06 - 06-S 2016-17,-
2010-0607,68,true,true,2016-03-28,06 - 06-S 2016-17,-
2015-1359,61,true,true,2016-03-25,06 - 06-S 2016-17,-
2008-0378,51,true,true,2016-03-25,06 - 06-S 2016-17,-
2008-0378,51,true,true,2016-03-24,06 - 06-S 2016-17,-
2008-0378,51,true,true,2016-03-31,06 - 06-S 2016-17,-
2008-0379,52,true,true,2016-03-24,06 - 06-S 2016-17,-
2008-0379,52,true,true,2016-03-25,06 - 06-S 2016-17,-
2008-0438,58,true,true,2016-03-25,06 - 06-S 2016-17,-
2012-0933,63,true,true,2016-03-25,06 - 06-S 2016-17,-
2009-0540,72,true,true,2016-03-25,06 - 06-S 2016-17,-
2009-0540,72,true,true,2016-03-24,06 - 06-S 2016-17,-
2010-0679,53,true,true,2016-03-25,06 - 06-S 2016-17,-
2008-0448,51,true,true,2016-05-19,10 - 10 2016-17,-
2014-1276,67,true,true,2016-05-19,10 - 10 2016-17,-
2013-1113,74,true,true,2016-05-19,10 - 10 2016-17,-
2013-1133,78,true,true,2016-05-19,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-19,10 - 10 2016-17,-
2008-0450,56,true,true,2016-05-19,10 - 10 2016-17,-
2014-1264,05,true,true,2016-05-19,10 - 10 2016-17,-
2016-1544,53,true,true,2016-05-20,02 - 02-P 2016-17,-
2016-1544,53,true,true,2016-05-19,02 - 02-P 2016-17,-
2016-1544,53,true,true,2016-05-18,02 - 02-P 2016-17,-
2016-1544,53,true,true,2016-05-17,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-04,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-05,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-06,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-09,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-10,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-11,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-12,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-13,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-16,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-17,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-18,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-19,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-20,02 - 02-P 2016-17,-
2012-0928,59,true,true,2016-05-20,02 - 02-P 2016-17,-
2012-0928,59,true,true,2016-05-19,02 - 02-P 2016-17,-
2012-0928,59,true,true,2016-05-18,02 - 02-P 2016-17,-
2012-0928,59,true,true,2016-05-17,02 - 02-P 2016-17,-
2014-1177,72,true,true,2016-05-20,02 - 02-P 2016-17,-
2014-1177,72,true,true,2016-05-19,02 - 02-P 2016-17,-
2014-1177,72,true,true,2016-05-18,02 - 02-P 2016-17,-
2014-1177,72,true,true,2016-05-16,02 - 02-P 2016-17,-
2014-1177,72,true,true,2016-05-17,02 - 02-P 2016-17,-
2013-1045,16,true,true,2016-05-19,02 - 02-Pur 2016-17,-
2013-1045,16,true,true,2016-05-20,02 - 02-Pur 2016-17,-
2015-1323,85,true,true,2016-05-16,02 - 02-Pur 2016-17,-
2015-1323,85,true,true,2016-05-17,02 - 02-Pur 2016-17,-
2012-0937,61,true,true,2016-05-16,02 - 02-Pur 2016-17,-
2012-0937,61,true,true,2016-05-17,02 - 02-Pur 2016-17,-
2012-0925,57,true,true,2016-05-16,02 - 02-Pur 2016-17,-
2012-0925,57,true,true,2016-05-18,02 - 02-Pur 2016-17,-
2012-0964,65,true,true,2016-05-16,02 - 02-Pur 2016-17,-
2012-0964,65,true,true,2016-05-17,02 - 02-Pur 2016-17,-
2012-0964,65,true,true,2016-05-19,02 - 02-Pur 2016-17,-
2015-1323,85,true,true,2016-05-13,02 - 02-Pur 2016-17,-
2012-0937,61,true,true,2016-05-13,02 - 02-Pur 2016-17,-
2011-0767,03,true,true,2016-05-17,04 - 04-G 2016-17,Unknown 
2008-0448,51,true,true,2016-05-20,10 - 10 2016-17,-
2013-1071,70,true,true,2016-05-20,10 - 10 2016-17,-
2013-1113,74,true,true,2016-05-20,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-20,10 - 10 2016-17,-
2014-1264,05,true,true,2016-05-20,10 - 10 2016-17,-
2011-0767,03,true,true,2016-05-16,04 - 04-G 2016-17,Unkown
2011-0767,03,true,true,2016-05-18,04 - 04-G 2016-17,Unkown
2011-0767,03,true,true,2016-05-19,04 - 04-G 2016-17,Unkown
2011-0767,03,true,true,2016-05-20,04 - 04-G 2016-17,Unkown
2015-1460,65,true,true,2016-05-05,NUR - NU-R 2016-17,-
2016-1522,70,true,true,2016-05-05,NUR - NU-R 2016-17,-
2015-1430,14,true,true,2016-05-09,NUR - NU-R 2016-17,-
2015-1430,14,true,true,2016-05-20,NUR - NU-R 2016-17,-
2015-1396,57,true,true,2016-05-06,NUR - NU-R 2016-17,-
2016-1488,55,true,true,2016-05-16,NUR - NU-R 2016-17,-
2016-1488,55,true,true,2016-05-20,NUR - NU-R 2016-17,-
2015-1350,08,true,true,2016-05-16,NUR - NU-R 2016-17,-
2015-1433,12,true,true,2016-05-06,NUR - NU-R 2016-17,-
2015-1433,12,true,true,2016-05-05,NUR - NU-R 2016-17,-
2015-1433,12,true,true,2016-05-11,NUR - NU-R 2016-17,-
2016-1497,66,true,true,2016-05-05,NUR - NU-R 2016-17,-
2016-1497,66,true,true,2016-05-09,NUR - NU-R 2016-17,-
2016-1497,66,true,true,2016-05-11,NUR - NU-R 2016-17,-
2016-1497,66,true,true,2016-05-12,NUR - NU-R 2016-17,-
2015-1419,59,true,true,2016-05-13,NUR - NU-R 2016-17,-
2015-1419,59,true,true,2016-05-18,NUR - NU-R 2016-17,-
2015-1325,03,true,true,2016-05-05,NUR - NU-R 2016-17,-
2015-1325,03,true,true,2016-05-10,NUR - NU-R 2016-17,-
2015-1325,03,true,true,2016-05-12,NUR - NU-R 2016-17,-
2015-1325,03,true,true,2016-05-13,NUR - NU-R 2016-17,-
2015-1325,03,true,true,2016-05-16,NUR - NU-R 2016-17,-
2015-1325,03,true,true,2016-05-17,NUR - NU-R 2016-17,-
2015-1314,01,true,true,2016-05-20,NUR - NU-R 2016-17,-
2015-1383,09,true,true,2016-05-20,NUR - NU-R 2016-17,-
2015-1445,15,true,true,2016-05-18,NUR - NU-R 2016-17,-
2015-1460,65,true,true,2016-04-21,NUR - NU-R 2016-17,-
2015-1430,14,true,true,2016-04-06,NUR - NU-R 2016-17,-
2014-1298,05,true,true,2016-04-11,NUR - NU-R 2016-17,-
2014-1298,05,true,true,2016-04-12,NUR - NU-R 2016-17,-
2014-1298,05,true,true,2016-04-13,NUR - NU-R 2016-17,-
2015-1340,54,true,true,2016-04-11,NUR - NU-R 2016-17,-
2015-1433,12,true,true,2016-04-04,NUR - NU-R 2016-17,-
2015-1433,12,true,true,2016-04-05,NUR - NU-R 2016-17,-
2015-1433,12,true,true,2016-04-11,NUR - NU-R 2016-17,-
2015-1433,12,true,true,2016-04-22,NUR - NU-R 2016-17,-
2015-1431,13,true,true,2016-04-05,NUR - NU-R 2016-17,-
2015-1431,13,true,true,2016-04-11,NUR - NU-R 2016-17,-
2015-1431,13,true,true,2016-04-22,NUR - NU-R 2016-17,-
2015-1431,13,true,true,2016-04-29,NUR - NU-R 2016-17,-
2016-1497,66,true,true,2016-04-29,NUR - NU-R 2016-17,-
2015-1419,59,true,true,2016-04-04,NUR - NU-R 2016-17,-
2015-1325,03,true,true,2016-04-07,NUR - NU-R 2016-17,-
2015-1325,03,true,true,2016-04-08,NUR - NU-R 2016-17,-
2015-1325,03,true,true,2016-04-19,NUR - NU-R 2016-17,-
2015-1383,09,true,true,2016-04-06,NUR - NU-R 2016-17,-
2015-1383,09,true,true,2016-04-07,NUR - NU-R 2016-17,-
2015-1383,09,true,true,2016-04-08,NUR - NU-R 2016-17,-
2015-1383,09,true,true,2016-04-11,NUR - NU-R 2016-17,-
2015-1445,15,true,true,2016-04-20,NUR - NU-R 2016-17,-
2015-1445,15,true,true,2016-04-21,NUR - NU-R 2016-17,-
2015-1445,15,true,true,2016-04-22,NUR - NU-R 2016-17,-
2015-1314,01,true,true,2016-04-12,NUR - NU-R 2016-17,-
2016-1488,55,true,true,2016-04-27,NUR - NU-R 2016-17,-
2016-1522,70,true,true,2016-04-11,NUR - NU-R 2016-17,-
2015-1460,65,true,true,2016-03-24,NUR - NU-R 2016-17,-
2015-1460,65,true,true,2016-03-25,NUR - NU-R 2016-17,-
2015-1433,12,true,true,2016-03-25,NUR - NU-R 2016-17,-
2015-1431,13,true,true,2016-03-25,NUR - NU-R 2016-17,-
2015-1419,59,true,true,2016-03-24,NUR - NU-R 2016-17,-
2015-1419,59,true,true,2016-03-29,NUR - NU-R 2016-17,-
2015-1445,15,true,true,2016-03-24,NUR - NU-R 2016-17,-
2015-1445,15,true,true,2016-03-25,NUR - NU-R 2016-17,-
2015-1445,15,true,true,2016-03-30,NUR - NU-R 2016-17,-
2015-1445,15,true,true,2016-03-28,NUR - NU-R 2016-17,-
2015-1445,15,true,true,2016-03-29,NUR - NU-R 2016-17,-
