Student,Roll number,Exam group,Batch,Subject,Marks,Grading level,Remarks
2014-1149,79,Asst-I,01 - 01-B 2016-17,CS-01,13.5,A+,
2013-1048,62,Asst-I,01 - 01-B 2016-17,CS-01,15.0,A+,
2014-1220,16,Asst-I,01 - 01-B 2016-17,CS-01,14.5,A+,
2016-1532,90,Asst-I,01 - 01-B 2016-17,CS-01,12.5,A,
2016-1545,60,Asst-I,01 - 01-B 2016-17,CS-01,14.0,A+,
2016-1501,91,Asst-I,01 - 01-B 2016-17,CS-01,12.5,A,
2015-1320,20,Asst-I,01 - 01-B 2016-17,SS-01,19.5,A+,
2013-1029,59,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2012-0996,88,Asst-I,01 - 01-B 2016-17,SS-01,,,
2013-1126,70,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2013-1078,67,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2013-1142,74,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2013-1058,64,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2015-1436,51,Asst-I,01 - 01-B 2016-17,SS-01,19.0,A+,
2016-1552,,Asst-I,01 - 01-B 2016-17,SS-01,,,
2013-1130,11,Asst-I,01 - 01-B 2016-17,SS-01,18.0,A+,
2013-1106,06,Asst-I,01 - 01-B 2016-17,SS-01,18.0,A+,
2014-1274,54,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2014-1285,05,Asst-I,01 - 01-B 2016-17,SS-01,19.5,A+,
2015-1312,81,Asst-I,01 - 01-B 2016-17,SS-01,19.0,A+,
2013-1023,57,Asst-I,01 - 01-B 2016-17,SS-01,19.0,A+,
2016-1477,69,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2014-1295,07,Asst-I,01 - 01-B 2016-17,SS-01,,,
2013-1007,55,Asst-I,01 - 01-B 2016-17,SS-01,9.5,D,
2013-1053,63,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2015-1348,89,Asst-I,01 - 01-B 2016-17,SS-01,19.5,A+,
2012-0989,21,Asst-I,01 - 01-B 2016-17,SS-01,12.0,B,
2013-1059,65,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2013-1011,02,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2013-1178,71,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2014-1169,82,Asst-I,01 - 01-B 2016-17,SS-01,18.0,A+,
2014-1149,79,Asst-I,01 - 01-B 2016-17,SS-01,17.0,A,
2013-1048,62,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2014-1220,16,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2016-1532,90,Asst-I,01 - 01-B 2016-17,SS-01,19.5,A+,
2016-1545,60,Asst-I,01 - 01-B 2016-17,SS-01,20.0,A+,
2016-1501,91,Asst-I,01 - 01-B 2016-17,SS-01,17.0,A,
2016-1492,04,Asst-I,01 - 01-R 2016-17,CS-01,13.5,A+,
2015-1319,86,Asst-I,01 - 01-R 2016-17,CS-01,14.0,A+,
2015-1331,87,Asst-I,01 - 01-R 2016-17,CS-01,12.0,A,
2013-1019,56,Asst-I,01 - 01-R 2016-17,CS-01,14.0,A+,
2016-1491,80,Asst-I,01 - 01-R 2016-17,CS-01,15.0,A+,
2015-1353,72,Asst-I,01 - 01-R 2016-17,CS-01,12.0,A,
2013-1148,78,Asst-I,01 - 01-R 2016-17,CS-01,14.5,A+,
2013-1001,52,Asst-I,01 - 01-R 2016-17,CS-01,13.0,A,
2014-1236,83,Asst-I,01 - 01-R 2016-17,CS-01,11.5,B+,
2014-1284,85,Asst-I,01 - 01-R 2016-17,CS-01,14.0,A+,
2013-1147,14,Asst-I,01 - 01-R 2016-17,CS-01,13.0,A,
2013-1140,73,Asst-I,01 - 01-R 2016-17,CS-01,15.0,A+,
2015-1374,77,Asst-I,01 - 01-R 2016-17,CS-01,11.5,B+,
2013-1060,03,Asst-I,01 - 01-R 2016-17,CS-01,14.0,A+,
2013-1143,75,Asst-I,01 - 01-R 2016-17,CS-01,13.5,A+,
2014-1262,17,Asst-I,01 - 01-R 2016-17,CS-01,13.0,A,
2014-1300,18,Asst-I,01 - 01-R 2016-17,CS-01,15.0,A+,
2013-1135,58,Asst-I,01 - 01-R 2016-17,CS-01,15.0,A+,
2013-1003,53,Asst-I,01 - 01-R 2016-17,CS-01,15.0,A+,
2013-1000,01,Asst-I,01 - 01-R 2016-17,CS-01,15.0,A+,
2015-1425,08,Asst-I,01 - 01-R 2016-17,CS-01,14.0,A+,
2015-1389,19,Asst-I,01 - 01-R 2016-17,CS-01,13.0,A,
2013-1075,66,Asst-I,01 - 01-R 2016-17,CS-01,13.0,A,
2013-1042,61,Asst-I,01 - 01-R 2016-17,CS-01,11.5,B+,
2013-1134,13,Asst-I,01 - 01-R 2016-17,CS-01,14.5,A+,
2015-1351,12,Asst-I,01 - 01-R 2016-17,CS-01,15.0,A+,
2014-1196,15,Asst-I,01 - 01-R 2016-17,CS-01,,,
2016-1547,22,Asst-I,01 - 01-R 2016-17,CS-01,12.5,A,
2014-1239,84,Asst-I,01 - 01-R 2016-17,CS-01,12.5,A,
2016-1533,09,Asst-I,01 - 01-R 2016-17,CS-01,13.5,A+,
2016-1492,04,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2015-1319,86,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2015-1331,87,Asst-I,01 - 01-R 2016-17,SS-01,18.0,A+,
2013-1019,56,Asst-I,01 - 01-R 2016-17,SS-01,19.0,A+,
2016-1491,80,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2015-1353,72,Asst-I,01 - 01-R 2016-17,SS-01,19.0,A+,
2013-1148,78,Asst-I,01 - 01-R 2016-17,SS-01,19.5,A+,
2013-1001,52,Asst-I,01 - 01-R 2016-17,SS-01,,,
2014-1236,83,Asst-I,01 - 01-R 2016-17,SS-01,18.0,A+,
2014-1284,85,Asst-I,01 - 01-R 2016-17,SS-01,19.5,A+,
2013-1147,14,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2013-1140,73,Asst-I,01 - 01-R 2016-17,SS-01,17.5,A,
2015-1374,77,Asst-I,01 - 01-R 2016-17,SS-01,18.5,A+,
2013-1060,03,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2013-1143,75,Asst-I,01 - 01-R 2016-17,SS-01,17.5,A,
2014-1262,17,Asst-I,01 - 01-R 2016-17,SS-01,19.0,A+,
2014-1300,18,Asst-I,01 - 01-R 2016-17,SS-01,19.0,A+,
2013-1135,58,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2013-1003,53,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2013-1000,01,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2015-1425,08,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2015-1389,19,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2013-1075,66,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2013-1042,61,Asst-I,01 - 01-R 2016-17,SS-01,18.5,A+,
2013-1134,13,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2015-1351,12,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2014-1196,15,Asst-I,01 - 01-R 2016-17,SS-01,19.5,A+,
2016-1547,22,Asst-I,01 - 01-R 2016-17,SS-01,19.0,A+,
2014-1239,84,Asst-I,01 - 01-R 2016-17,SS-01,18.0,A+,
2016-1533,09,Asst-I,01 - 01-R 2016-17,SS-01,20.0,A+,
2014-1259,83,Asst-I,02 - 02-P 2016-17,CS-02,12.5,A,
2011-0781,84,Asst-I,02 - 02-P 2016-17,CS-02,14.0,A+,
2013-1010,11,Asst-I,02 - 02-P 2016-17,CS-02,15.0,A+,
2013-1077,76,Asst-I,02 - 02-P 2016-17,CS-02,13.5,A+,
2014-1211,05,Asst-I,02 - 02-P 2016-17,CS-02,14.0,A+,
2014-1177,72,Asst-I,02 - 02-P 2016-17,CS-02,,,
2011-0872,58,Asst-I,02 - 02-P 2016-17,CS-02,11.0,B+,
2016-1511,90,Asst-I,02 - 02-P 2016-17,CS-02,13.5,A+,
2016-1487,88,Asst-I,02 - 02-P 2016-17,CS-02,14.5,A+,
2015-1330,07,Asst-I,02 - 02-P 2016-17,CS-02,12.0,A,
2015-1354,08,Asst-I,02 - 02-P 2016-17,CS-02,14.5,A+,
2015-1451,24,Asst-I,02 - 02-P 2016-17,CS-02,12.0,A,
2015-1324,86,Asst-I,02 - 02-P 2016-17,CS-02,11.0,B+,
N2011-0785,93,Asst-I,02 - 02-P 2016-17,CS-02,,,
2012-0928,59,Asst-I,02 - 02-P 2016-17,CS-02,,,
2014-1234,82,Asst-I,02 - 02-P 2016-17,CS-02,15.0,A+,
2014-1294,80,Asst-I,02 - 02-P 2016-17,CS-02,15.0,A+,
2012-0990,09,Asst-I,02 - 02-P 2016-17,CS-02,14.0,A+,
2016-1544,53,Asst-I,02 - 02-P 2016-17,CS-02,,,
2015-1420,19,Asst-I,02 - 02-P 2016-17,CS-02,13.5,A+,
2013-1061,14,Asst-I,02 - 02-P 2016-17,CS-02,13.5,A+,
2012-0904,55,Asst-I,02 - 02-P 2016-17,CS-02,15.0,A+,
2013-1012,52,Asst-I,02 - 02-P 2016-17,CS-02,13.0,A,
2010-0940,62,Asst-I,02 - 02-P 2016-17,CS-02,13.5,A+,
2013-1050,77,Asst-I,02 - 02-P 2016-17,CS-02,13.5,A+,
2014-1183,01,Asst-I,02 - 02-P 2016-17,CS-02,10.0,B,
2015-1341,03,Asst-I,02 - 02-P 2016-17,CS-02,14.0,A+,
2016-1503,23,Asst-I,02 - 02-P 2016-17,CS-02,14.5,A+,
2016-1506,21,Asst-I,02 - 02-P 2016-17,CS-02,10.0,B,
2012-0973,66,Asst-I,02 - 02-Pur 2016-17,CS-02,11.5,B+,
2013-1047,13,Asst-I,02 - 02-Pur 2016-17,CS-02,9.5,B,
2012-0886,51,Asst-I,02 - 02-Pur 2016-17,CS-02,11.5,B+,
2012-0895,04,Asst-I,02 - 02-Pur 2016-17,CS-02,10.0,B,
2015-1393,87,Asst-I,02 - 02-Pur 2016-17,CS-02,12.5,A,
2015-1355,56,Asst-I,02 - 02-Pur 2016-17,CS-02,13.0,A,
2015-1379,18,Asst-I,02 - 02-Pur 2016-17,CS-02,13.0,A,
2015-1323,85,Asst-I,02 - 02-Pur 2016-17,CS-02,12.5,A,
2015-1397,89,Asst-I,02 - 02-Pur 2016-17,CS-02,8.5,C,
2015-1378,71,Asst-I,02 - 02-Pur 2016-17,CS-02,10.0,B,
2015-1456,22,Asst-I,02 - 02-Pur 2016-17,CS-02,11.0,B+,
2012-0937,61,Asst-I,02 - 02-Pur 2016-17,CS-02,11.0,B+,
2012-0925,57,Asst-I,02 - 02-Pur 2016-17,CS-02,13.0,A,
2013-1039,78,Asst-I,02 - 02-Pur 2016-17,CS-02,10.0,B,
2012-0964,65,Asst-I,02 - 02-Pur 2016-17,CS-02,10.0,B,
2012-0987,70,Asst-I,02 - 02-Pur 2016-17,CS-02,10.0,B,
2015-1305,74,Asst-I,02 - 02-Pur 2016-17,CS-02,13.0,A,
2015-1442,92,Asst-I,02 - 02-Pur 2016-17,CS-02,12.5,A,
2016-1513,06,Asst-I,02 - 02-Pur 2016-17,CS-02,13.0,A,
2012-0884,02,Asst-I,02 - 02-Pur 2016-17,CS-02,12.0,A,
2013-1141,17,Asst-I,02 - 02-Pur 2016-17,CS-02,11.0,B+,
2012-0979,68,Asst-I,02 - 02-Pur 2016-17,CS-02,14.0,A+,
2013-1116,81,Asst-I,02 - 02-Pur 2016-17,CS-02,10.5,B+,
2012-0986,69,Asst-I,02 - 02-Pur 2016-17,CS-02,12.0,A,
2014-1204,73,Asst-I,02 - 02-Pur 2016-17,CS-02,7.0,D,
2012-0929,60,Asst-I,02 - 02-Pur 2016-17,CS-02,10.5,B+,
2013-1045,16,Asst-I,02 - 02-Pur 2016-17,CS-02,,,
2013-1044,12,Asst-I,02 - 02-Pur 2016-17,CS-02,10.0,B,
2013-1091,15,Asst-I,02 - 02-Pur 2016-17,CS-02,12.5,A,
2015-1424,20,Asst-I,02 - 02-Pur 2016-17,CS-02,7.5,C,
2014-1295,07,Asst-I,01 - 01-B 2016-17,MAT-01,,,
2015-1323,85,Asst-I,02 - 02-Pur 2016-17,ISL-02,11.0,B+,
2014-1207,57,Asst-I,03 - 03-S 2016-17,ENG-03,40.0,A+,
2012-0949,80,Asst-I,03 - 03-S 2016-17,ENG-03,33.6,A,
2012-0941,17,Asst-I,03 - 03-S 2016-17,ENG-03,33.6,A,
2011-0745,56,Asst-I,03 - 03-S 2016-17,ENG-03,40.0,A+,
2011-0853,69,Asst-I,03 - 03-S 2016-17,ENG-03,29.6,B+,
2011-0790,60,Asst-I,03 - 03-S 2016-17,ENG-03,40.0,A+,
2013-1017,04,Asst-I,03 - 03-S 2016-17,ENG-03,40.0,A+,
2015-1349,76,Asst-I,03 - 03-S 2016-17,ENG-03,33.6,A,
2014-1168,02,Asst-I,03 - 03-S 2016-17,ENG-03,40.0,A+,
2013-1072,20,Asst-I,03 - 03-S 2016-17,ENG-03,40.0,A+,
2014-1246,16,Asst-I,03 - 03-S 2016-17,ENG-03,40.0,A+,
2011-0852,68,Asst-I,03 - 03-S 2016-17,ENG-03,32.0,A,
2012-0972,65,Asst-I,03 - 03-S 2016-17,ENG-03,32.0,A,
2011-0873,77,Asst-I,03 - 03-S 2016-17,ENG-03,34.4,A,
2012-0988,51,Asst-I,03 - 03-S 2016-17,ENG-03,32.0,A,
2011-0791,61,Asst-I,03 - 03-S 2016-17,ENG-03,32.0,A,
2014-1170,10,Asst-I,03 - 03-S 2016-17,ENG-03,33.6,A,
2011-0842,01,Asst-I,03 - 03-S 2016-17,ENG-03,40.0,A+,
2015-1316,22,Asst-I,03 - 03-S 2016-17,ENG-03,35.2,A,
2014-1203,55,Asst-I,03 - 03-S 2016-17,ENG-03,37.6,A+,
2012-0920,14,Asst-I,03 - 03-S 2016-17,ENG-03,40.0,A+,
2014-1287,08,Asst-I,03 - 03-S 2016-17,ENG-03,33.6,A,
2014-1209,13,Asst-I,03 - 03-S 2016-17,ENG-03,37.6,A+,
2012-0948,78,Asst-I,03 - 03-S 2016-17,ENG-03,32.0,A,
2014-1242,75,Asst-I,03 - 03-S 2016-17,ENG-03,40.0,A+,
2013-1063,21,Asst-I,03 - 03-S 2016-17,ENG-03,40.0,A+,
2011-0820,07,Asst-I,03 - 03-S 2016-17,ENG-03,33.6,A,
2014-1230,66,Asst-I,03 - 03-S 2016-17,ENG-03,33.6,A,
2016-1498,74,Asst-I,03 - 03-S 2016-17,ENG-03,,,
2009-0508,67,Quiz-1,06 - 06-S 2016-17,CS-06,7.4,B+,
2014-1238,69,Quiz-1,06 - 06-S 2016-17,CS-06,7.0,B+,
2013-1136,76,Quiz-1,06 - 06-S 2016-17,CS-06,3.3,F,
2009-0510,60,Quiz-1,06 - 06-S 2016-17,CS-06,4.0,D,
2010-0607,68,Quiz-1,06 - 06-S 2016-17,CS-06,5.2,C,
2008-0378,51,Quiz-1,06 - 06-S 2016-17,CS-06,3.7,F,
2008-0379,52,Quiz-1,06 - 06-S 2016-17,CS-06,4.2,D,
2016-1526,57,Quiz-1,06 - 06-S 2016-17,CS-06,5.6,C,
2011-07860,79,Quiz-1,06 - 06-S 2016-17,CS-06,4.6,D,
2012-0935,80,Quiz-1,06 - 06-S 2016-17,CS-06,8.2,A,
2010-0581,55,Quiz-1,06 - 06-S 2016-17,CS-06,8.2,A,
2014-1213,62,Quiz-1,06 - 06-S 2016-17,CS-06,4.8,D,
2010-0592,54,Quiz-1,06 - 06-S 2016-17,CS-06,7.6,B+,
2015-1380,81,Quiz-1,06 - 06-S 2016-17,CS-06,4.0,D,
2015-1347,77,Quiz-1,06 - 06-S 2016-17,CS-06,4.8,D,
2015-1373,78,Quiz-1,06 - 06-S 2016-17,CS-06,4.2,D,
2015-1326,71,Quiz-1,06 - 06-S 2016-17,CS-06,2.6,F,
2015-1359,61,Quiz-1,06 - 06-S 2016-17,CS-06,7.4,B+,
2014-1188,59,Quiz-1,06 - 06-S 2016-17,CS-06,5.8,C,
2014-1301,70,Quiz-1,06 - 06-S 2016-17,CS-06,6.0,B,
2008-0438,58,Quiz-1,06 - 06-S 2016-17,CS-06,4.2,D,
2010-0635,75,Quiz-1,06 - 06-S 2016-17,CS-06,4.6,D,
2012-0933,63,Quiz-1,06 - 06-S 2016-17,CS-06,4.6,D,
2009-0540,72,Quiz-1,06 - 06-S 2016-17,CS-06,6.6,B,
2010-0679,53,Quiz-1,06 - 06-S 2016-17,CS-06,5.4,C,
2016-1535,66,Quiz-1,06 - 06-S 2016-17,CS-06,2.4,F,
2009-0508,67,Quiz-1,06 - 06-S 2016-17,ENG-06,14.25,C,
2014-1238,69,Quiz-1,06 - 06-S 2016-17,ENG-06,17.5,B+,
2013-1136,76,Quiz-1,06 - 06-S 2016-17,ENG-06,11.0,D,
2009-0510,60,Quiz-1,06 - 06-S 2016-17,ENG-06,8.0,F,
2010-0607,68,Quiz-1,06 - 06-S 2016-17,ENG-06,17.75,B+,
2008-0378,51,Quiz-1,06 - 06-S 2016-17,ENG-06,10.5,D,
2008-0379,52,Quiz-1,06 - 06-S 2016-17,ENG-06,11.0,D,
2016-1526,57,Quiz-1,06 - 06-S 2016-17,ENG-06,10.5,D,
2011-07860,79,Quiz-1,06 - 06-S 2016-17,ENG-06,10.0,D,
2012-0935,80,Quiz-1,06 - 06-S 2016-17,ENG-06,16.75,B,
2010-0581,55,Quiz-1,06 - 06-S 2016-17,ENG-06,21.5,A,
2014-1213,62,Quiz-1,06 - 06-S 2016-17,ENG-06,11.0,D,
2010-0592,54,Quiz-1,06 - 06-S 2016-17,ENG-06,21.5,A,
2015-1380,81,Quiz-1,06 - 06-S 2016-17,ENG-06,11.5,D,
2015-1347,77,Quiz-1,06 - 06-S 2016-17,ENG-06,14.0,C,
2015-1373,78,Quiz-1,06 - 06-S 2016-17,ENG-06,10.0,D,
2015-1326,71,Quiz-1,06 - 06-S 2016-17,ENG-06,10.5,D,
2015-1359,61,Quiz-1,06 - 06-S 2016-17,ENG-06,14.25,C,
2014-1188,59,Quiz-1,06 - 06-S 2016-17,ENG-06,15.0,B,
2014-1301,70,Quiz-1,06 - 06-S 2016-17,ENG-06,13.5,C,
2008-0438,58,Quiz-1,06 - 06-S 2016-17,ENG-06,10.25,D,
2010-0635,75,Quiz-1,06 - 06-S 2016-17,ENG-06,13.25,C,
2012-0933,63,Quiz-1,06 - 06-S 2016-17,ENG-06,11.0,D,
2009-0540,72,Quiz-1,06 - 06-S 2016-17,ENG-06,16.75,B,
2010-0679,53,Quiz-1,06 - 06-S 2016-17,ENG-06,11.5,D,
2016-1535,66,Quiz-1,06 - 06-S 2016-17,ENG-06,15.5,B,
2015-1413,08,Quiz-1,06 - 06-G 2016-17,CS-06,4.6,D,
2008-0421,06,Quiz-1,06 - 06-G 2016-17,CS-06,9.6,A+,
2010-0691,16,Quiz-1,06 - 06-G 2016-17,CS-06,5.4,C,
2010-0653,11,Quiz-1,06 - 06-G 2016-17,CS-06,1.2,F,
2009-0522,12,Quiz-1,06 - 06-G 2016-17,CS-06,7.6,B+,
2011-0755,19,Quiz-1,06 - 06-G 2016-17,CS-06,6.4,B,
2009-0567,14,Quiz-1,06 - 06-G 2016-17,CS-06,4.8,D,
2012-0955,09,Quiz-1,06 - 06-G 2016-17,CS-06,8.1,A,
2013-1054,21,Quiz-1,06 - 06-G 2016-17,CS-06,4.0,D,
2014-1157,02,Quiz-1,06 - 06-G 2016-17,CS-06,1.4,F,
2014-1253,07,Quiz-1,06 - 06-G 2016-17,CS-06,9.2,A+,
2013-1014,01,Quiz-1,06 - 06-G 2016-17,CS-06,4.0,D,
2009-0497,05,Quiz-1,06 - 06-G 2016-17,CS-06,6.6,B,
2011-0813,20,Quiz-1,06 - 06-G 2016-17,CS-06,7.8,B+,
2015-1333,13,Quiz-1,06 - 06-G 2016-17,CS-06,1.0,F,
2010-0614,73,Quiz-1,05 - 05-S 2016-17,CS-05,3.0,F,
2009-0568,64,Quiz-1,05 - 05-S 2016-17,CS-05,9.8,A+,
2011-0744,51,Quiz-1,05 - 05-S 2016-17,CS-05,8.0,A,
2014-1182,65,Quiz-1,05 - 05-S 2016-17,CS-05,4.0,D,
2009-0565,62,Quiz-1,05 - 05-S 2016-17,CS-05,7.0,B+,
2013-1067,85,Quiz-1,05 - 05-S 2016-17,CS-05,5.0,C,
2013-1041,86,Quiz-1,05 - 05-S 2016-17,CS-05,9.8,A+,
2009-0470,52,Quiz-1,05 - 05-S 2016-17,CS-05,7.6,B+,
2014-1269,54,Quiz-1,05 - 05-S 2016-17,CS-05,4.2,D,
2015-1386,60,Quiz-1,05 - 05-S 2016-17,CS-05,9.0,A+,
2015-1394,79,Quiz-1,05 - 05-S 2016-17,CS-05,4.6,D,
2011-0855,77,Quiz-1,05 - 05-S 2016-17,CS-05,9.8,A+,
2014-1265,83,Quiz-1,05 - 05-S 2016-17,CS-05,4.5,D,
2009-0533,58,Quiz-1,05 - 05-S 2016-17,CS-05,7.0,B+,
2010-0595,70,Quiz-1,05 - 05-S 2016-17,CS-05,4.0,D,
2014-1266,87,Quiz-1,05 - 05-S 2016-17,CS-05,5.8,C,
2012-0919,76,Quiz-1,05 - 05-S 2016-17,CS-05,6.6,B,
2010-0590,68,Quiz-1,05 - 05-S 2016-17,CS-05,8.0,A,
2010-0725,53,Quiz-1,05 - 05-S 2016-17,CS-05,8.2,A,
2014-1221,55,Quiz-1,05 - 05-S 2016-17,CS-05,7.0,B+,
2012-0962,81,Quiz-1,05 - 05-S 2016-17,CS-05,9.6,A+,
2016-1528,56,Quiz-1,05 - 05-S 2016-17,CS-05,2.8,F,
2015-1381,84,Quiz-1,05 - 05-S 2016-17,CS-05,5.4,C,
2010-0615,74,Quiz-1,05 - 05-S 2016-17,CS-05,4.2,D,
2014-1189,82,Quiz-1,05 - 05-S 2016-17,CS-05,7.4,B+,
2012-0934,61,Quiz-1,05 - 05-S 2016-17,CS-05,6.6,B,
2012-0943,72,Quiz-1,05 - 05-S 2016-17,CS-05,8.0,A,
2010-0583,67,Quiz-1,05 - 05-S 2016-17,CS-05,4.0,D,
2013-1038,78,Quiz-1,05 - 05-S 2016-17,CS-05,6.4,B,
2009-0566,63,Quiz-1,05 - 05-S 2016-17,CS-05,8.1,A,
2014-1270,57,Quiz-1,05 - 05-S 2016-17,CS-05,4.0,D,
2009-0552,59,Quiz-1,05 - 05-S 2016-17,CS-05,6.2,B,
2010-0594,69,Quiz-1,05 - 05-S 2016-17,CS-05,3.0,F,
2010-0718,75,Quiz-1,05 - 05-S 2016-17,CS-05,4.0,D,
2010-0624,71,Quiz-1,05 - 05-S 2016-17,CS-05,8.0,A,
2016-1543,80,Quiz-1,05 - 05-S 2016-17,CS-05,6.2,B,
2010-0614,73,Quiz-1,05 - 05-S 2016-17,PRO-05,2.0,D,
2009-0568,64,Quiz-1,05 - 05-S 2016-17,PRO-05,4.5,A+,
2011-0744,51,Quiz-1,05 - 05-S 2016-17,PRO-05,4.0,A,
2014-1182,65,Quiz-1,05 - 05-S 2016-17,PRO-05,2.5,C,
2009-0565,62,Quiz-1,05 - 05-S 2016-17,PRO-05,4.0,A,
2013-1067,85,Quiz-1,05 - 05-S 2016-17,PRO-05,1.0,F,
2013-1041,86,Quiz-1,05 - 05-S 2016-17,PRO-05,4.0,A,
2009-0470,52,Quiz-1,05 - 05-S 2016-17,PRO-05,4.0,A,
2014-1269,54,Quiz-1,05 - 05-S 2016-17,PRO-05,2.0,D,
2015-1386,60,Quiz-1,05 - 05-S 2016-17,PRO-05,4.0,A,
2015-1394,79,Quiz-1,05 - 05-S 2016-17,PRO-05,4.5,A+,
2011-0855,77,Quiz-1,05 - 05-S 2016-17,PRO-05,4.5,A+,
2014-1265,83,Quiz-1,05 - 05-S 2016-17,PRO-05,3.0,B,
2009-0533,58,Quiz-1,05 - 05-S 2016-17,PRO-05,3.5,B+,
2010-0595,70,Quiz-1,05 - 05-S 2016-17,PRO-05,3.5,B+,
2014-1266,87,Quiz-1,05 - 05-S 2016-17,PRO-05,3.0,B,
2012-0919,76,Quiz-1,05 - 05-S 2016-17,PRO-05,4.0,A,
2010-0590,68,Quiz-1,05 - 05-S 2016-17,PRO-05,3.0,B,
2010-0725,53,Quiz-1,05 - 05-S 2016-17,PRO-05,4.5,A+,
2014-1221,55,Quiz-1,05 - 05-S 2016-17,PRO-05,3.5,B+,
2012-0962,81,Quiz-1,05 - 05-S 2016-17,PRO-05,4.5,A+,
2015-1381,84,Quiz-1,05 - 05-S 2016-17,PRO-05,3.0,B,
2010-0615,74,Quiz-1,05 - 05-S 2016-17,PRO-05,2.0,D,
2014-1189,82,Quiz-1,05 - 05-S 2016-17,PRO-05,3.5,B+,
2012-0934,61,Quiz-1,05 - 05-S 2016-17,PRO-05,3.0,B,
2012-0943,72,Quiz-1,05 - 05-S 2016-17,PRO-05,3.0,B,
2010-0583,67,Quiz-1,05 - 05-S 2016-17,PRO-05,3.0,B,
2013-1038,78,Quiz-1,05 - 05-S 2016-17,PRO-05,3.0,B,
2009-0566,63,Quiz-1,05 - 05-S 2016-17,PRO-05,4.5,A+,
2014-1270,57,Quiz-1,05 - 05-S 2016-17,PRO-05,1.0,F,
2009-0552,59,Quiz-1,05 - 05-S 2016-17,PRO-05,3.0,B,
2010-0594,69,Quiz-1,05 - 05-S 2016-17,PRO-05,3.0,B,
2010-0718,75,Quiz-1,05 - 05-S 2016-17,PRO-05,4.0,A,
2010-0624,71,Quiz-1,05 - 05-S 2016-17,PRO-05,3.0,B,
2012-0944,11,Quiz-1,08 - 08-A 2016-17,CS-08,19.0,B+,
2016-1481,04,Quiz-1,08 - 08-A 2016-17,CS-08,19.0,B+,
2009-0539,02,Quiz-1,08 - 08-A 2016-17,CS-08,16.5,B,
2014-1193,10,Quiz-1,08 - 08-A 2016-17,CS-08,17.0,B,
2016-1552,,Asst-I,01 - 01-B 2016-17,URD-01,,,
2014-1295,07,Asst-I,01 - 01-B 2016-17,URD-01,,,
2015-1307,03,Quiz-1,07 - 07-A 2016-17,SS-07,9.0,B,
2015-1440,07,Quiz-1,07 - 07-A 2016-17,SS-07,11.55,B+,
2009-0544,01,Quiz-1,07 - 07-A 2016-17,SS-07,14.7,A+,
2010-0724,04,Quiz-1,07 - 07-A 2016-17,SS-07,13.95,A+,
2008-0409,08,Quiz-1,07 - 07-A 2016-17,SS-07,11.1,B+,
2013-1009,11,Quiz-1,07 - 07-A 2016-17,SS-07,13.35,A,
2013-1082,17,Quiz-1,07 - 07-A 2016-17,SS-07,14.7,A+,
2013-1015,13,Quiz-1,07 - 07-A 2016-17,SS-07,9.3,B,
2014-1207,57,Asst-I,03 - 03-S 2016-17,URD-03,28.5,A+,
2012-0949,80,Asst-I,03 - 03-S 2016-17,URD-03,25.0,A,
2012-0941,17,Asst-I,03 - 03-S 2016-17,URD-03,27.5,A+,
2011-0745,56,Asst-I,03 - 03-S 2016-17,URD-03,29.0,A+,
2011-0853,69,Asst-I,03 - 03-S 2016-17,URD-03,19.5,B,
2011-0790,60,Asst-I,03 - 03-S 2016-17,URD-03,28.5,A+,
2013-1017,04,Asst-I,03 - 03-S 2016-17,URD-03,24.5,A,
2015-1349,76,Asst-I,03 - 03-S 2016-17,URD-03,28.5,A+,
2014-1168,02,Asst-I,03 - 03-S 2016-17,URD-03,29.0,A+,
