Student,Roll number,Exam group,Batch,Subject,Marks,Grading level,Remarks
2013-1072,20,Asst-I,03 - 03-S 2016-17,URD-03,30.0,A+,
2014-1246,16,Asst-I,03 - 03-S 2016-17,URD-03,26.5,A,
2011-0852,68,Asst-I,03 - 03-S 2016-17,URD-03,17.0,C,
2012-0972,65,Asst-I,03 - 03-S 2016-17,URD-03,19.5,B,
2011-0873,77,Asst-I,03 - 03-S 2016-17,URD-03,25.0,A,
2012-0988,51,Asst-I,03 - 03-S 2016-17,URD-03,22.5,B+,
2011-0791,61,Asst-I,03 - 03-S 2016-17,URD-03,24.5,A,
2014-1170,10,Asst-I,03 - 03-S 2016-17,URD-03,28.0,A+,
2011-0842,01,Asst-I,03 - 03-S 2016-17,URD-03,29.5,A+,
2015-1316,22,Asst-I,03 - 03-S 2016-17,URD-03,27.0,A+,
2014-1203,55,Asst-I,03 - 03-S 2016-17,URD-03,27.0,A+,
2012-0920,14,Asst-I,03 - 03-S 2016-17,URD-03,24.5,A,
2014-1287,08,Asst-I,03 - 03-S 2016-17,URD-03,16.0,C,
2014-1209,13,Asst-I,03 - 03-S 2016-17,URD-03,27.0,A+,
2012-0948,78,Asst-I,03 - 03-S 2016-17,URD-03,27.0,A+,
2014-1242,75,Asst-I,03 - 03-S 2016-17,URD-03,29.0,A+,
2013-1063,21,Asst-I,03 - 03-S 2016-17,URD-03,28.0,A+,
2011-0820,07,Asst-I,03 - 03-S 2016-17,URD-03,22.5,B+,
2014-1230,66,Asst-I,03 - 03-S 2016-17,URD-03,19.0,B,
2016-1498,74,Asst-I,03 - 03-S 2016-17,URD-03,,,
2012-0887,53,Asst-I,03 - 03-G 2016-17,URD-03,25.0,A,
2013-1062,84,Asst-I,03 - 03-G 2016-17,URD-03,30.0,A+,
2014-1256,86,Asst-I,03 - 03-G 2016-17,URD-03,29.0,A+,
2011-0857,71,Asst-I,03 - 03-G 2016-17,URD-03,29.0,A+,
2012-0877,79,Asst-I,03 - 03-G 2016-17,URD-03,28.5,A+,
2013-1018,09,Asst-I,03 - 03-G 2016-17,URD-03,30.0,A+,
2011-0849,12,Asst-I,03 - 03-G 2016-17,URD-03,21.0,B+,
2012-0889,19,Asst-I,03 - 03-G 2016-17,URD-03,28.5,A+,
2011-0786,63,Asst-I,03 - 03-G 2016-17,URD-03,22.5,B+,
2013-1080,83,Asst-I,03 - 03-G 2016-17,URD-03,29.0,A+,
2012-0924,67,Asst-I,03 - 03-G 2016-17,URD-03,29.0,A+,
2015-1400,82,Asst-I,03 - 03-G 2016-17,URD-03,22.5,B+,
2015-1329,23,Asst-I,03 - 03-G 2016-17,URD-03,24.0,A,
2014-1161,52,Asst-I,03 - 03-G 2016-17,URD-03,25.0,A,
2013-1008,59,Asst-I,03 - 03-G 2016-17,URD-03,24.0,A,
2011-0805,05,Asst-I,03 - 03-G 2016-17,URD-03,29.0,A+,
2015-1395,85,Asst-I,03 - 03-G 2016-17,URD-03,22.0,B+,
2011-0814,06,Asst-I,03 - 03-G 2016-17,URD-03,28.5,A+,
2011-0868,73,Asst-I,03 - 03-G 2016-17,URD-03,22.0,B+,
2015-1438,15,Asst-I,03 - 03-G 2016-17,URD-03,28.5,A+,
2016-1514,54,Asst-I,03 - 03-G 2016-17,URD-03,26.0,A,
2014-1293,70,Asst-I,03 - 03-G 2016-17,URD-03,16.5,C,
2014-1233,72,Asst-I,03 - 03-G 2016-17,URD-03,29.0,A+,
2014-1178,11,Asst-I,03 - 03-G 2016-17,URD-03,25.5,A,
2012-0971,18,Asst-I,03 - 03-G 2016-17,URD-03,29.0,A+,
2016-1493,58,Asst-I,03 - 03-G 2016-17,URD-03,21.5,B+,
2015-1403,03,Asst-I,03 - 03-G 2016-17,URD-03,28.0,A+,
2016-1552,,Asst-I,01 - 01-B 2016-17,ENG-01,,,
2010-0664,79,Quiz-1,10 - 10 2016-17,MAT-10,,,
2013-1133,78,Quiz-1,10 - 10 2016-17,MAT-10,,,
2008-0448,51,Quiz-1,10 - 10 2016-17,MAT-10,,,
2013-1113,74,Quiz-1,10 - 10 2016-17,MAT-10,,,
2010-0623,02,Quiz-1,10 - 10 2016-17,MAT-10,,,
2008-0450,56,Quiz-1,10 - 10 2016-17,MAT-10,,,
2014-1264,05,Quiz-1,10 - 10 2016-17,MAT-10,,,
2014-1276,67,Quiz-1,10 - 10 2016-17,MAT-10,,,
2016-1552,,Asst-I,01 - 01-B 2016-17,ISL-01,,,
2010-0672,80,Quiz-1,10 - 10 2016-17,PAK-10,,,
2013-1133,78,Quiz-1,10 - 10 2016-17,PAK-10,,,
2008-0448,51,Quiz-1,10 - 10 2016-17,PAK-10,,,
2013-1113,74,Quiz-1,10 - 10 2016-17,PAK-10,,,
2010-0623,02,Quiz-1,10 - 10 2016-17,PAK-10,,,
2014-1154,55,Quiz-1,10 - 10 2016-17,PAK-10,,,
2008-0450,56,Quiz-1,10 - 10 2016-17,PAK-10,,,
2014-1264,05,Quiz-1,10 - 10 2016-17,PAK-10,,,
2004-0071,59,Quiz-1,10 - 10 2016-17,PAK-10,,,
2016-1552,,QUIZ-I,01 - 01-B 2016-17,SCI-01,,,
2014-1274,54,QUIZ-I,01 - 01-B 2016-17,SCI-01,,,
2014-1295,07,QUIZ-I,01 - 01-B 2016-17,SCI-01,,,
2016-1532,90,QUIZ-I,01 - 01-B 2016-17,SCI-01,,,
2016-1545,60,QUIZ-I,01 - 01-B 2016-17,SCI-01,,,
2016-1552,,Asst-I,01 - 01-B 2016-17,SCI-01,,,
2013-1143,75,QUIZ-I,01 - 01-R 2016-17,SCI-01,,,
2016-1547,22,QUIZ-I,01 - 01-R 2016-17,SCI-01,,,
2012-0954,81,Asst-I,03 - 03-G 2016-17,URD-03,19.5,B,
2015-1451,24,QUIZ-I,02 - 02-P 2016-17,SCI-02,,,
2016-1544,53,QUIZ-I,02 - 02-P 2016-17,SCI-02,,,
2015-1403,03,QUIZ-I,03 - 03-G 2016-17,ISL-03,,,
2015-1440,07,Quiz-1,07 - 07-A 2016-17,PRO-07,3.5,B+,
2009-0544,01,Quiz-1,07 - 07-A 2016-17,PRO-07,4.0,A,
2010-0724,04,Quiz-1,07 - 07-A 2016-17,PRO-07,5.0,A+,
2013-1009,11,Quiz-1,07 - 07-A 2016-17,PRO-07,5.0,A+,
2013-1082,17,Quiz-1,07 - 07-A 2016-17,PRO-07,5.0,A+,
2013-1015,13,Quiz-1,07 - 07-A 2016-17,PRO-07,3.0,B,
2015-1309,11,Quiz-1,05 - 05-G 2016-17,PRO-05,3.5,B+,
2011-0751,02,Quiz-1,05 - 05-G 2016-17,PRO-05,3.0,B,
2012-0879,21,Quiz-1,05 - 05-G 2016-17,PRO-05,4.0,A,
2014-1185,09,Quiz-1,05 - 05-G 2016-17,PRO-05,1.5,F,
2010-0657,10,Quiz-1,05 - 05-G 2016-17,PRO-05,3.5,B+,
2009-0466,01,Quiz-1,05 - 05-G 2016-17,PRO-05,4.5,A+,
2009-0532,07,Quiz-1,05 - 05-G 2016-17,PRO-05,2.0,D,
2010-0608,03,Quiz-1,05 - 05-G 2016-17,PRO-05,3.5,B+,
2009-0559,14,Quiz-1,05 - 05-G 2016-17,PRO-05,2.0,D,
2009-0500,05,Quiz-1,05 - 05-G 2016-17,PRO-05,5.0,A+,
2015-1432,12,Quiz-1,05 - 05-G 2016-17,PRO-05,3.0,B,
2015-1441,13,Quiz-1,05 - 05-G 2016-17,PRO-05,3.5,B+,
2016-1479,17,Quiz-1,05 - 05-G 2016-17,PRO-05,5.0,A+,
2014-1176,06,Quiz-1,05 - 05-G 2016-17,PRO-05,4.0,A,
2013-1034,08,Quiz-1,05 - 05-G 2016-17,PRO-05,3.5,B+,
2014-1243,16,Quiz-1,05 - 05-G 2016-17,PRO-05,4.0,A,
2015-1413,08,Quiz-1,06 - 06-G 2016-17,PRO-06,3.0,B,
2008-0421,06,Quiz-1,06 - 06-G 2016-17,PRO-06,5.0,A+,
2010-0691,16,Quiz-1,06 - 06-G 2016-17,PRO-06,3.5,B+,
2010-0653,11,Quiz-1,06 - 06-G 2016-17,PRO-06,4.5,A+,
2011-0755,19,Quiz-1,06 - 06-G 2016-17,PRO-06,4.0,A,
2009-0567,14,Quiz-1,06 - 06-G 2016-17,PRO-06,3.0,B,
2012-0955,09,Quiz-1,06 - 06-G 2016-17,PRO-06,4.0,A,
2013-1054,21,Quiz-1,06 - 06-G 2016-17,PRO-06,2.0,D,
2014-1157,02,Quiz-1,06 - 06-G 2016-17,PRO-06,2.0,D,
2014-1253,07,Quiz-1,06 - 06-G 2016-17,PRO-06,5.0,A+,
2013-1014,01,Quiz-1,06 - 06-G 2016-17,PRO-06,3.0,B,
2009-0497,05,Quiz-1,06 - 06-G 2016-17,PRO-06,5.0,A+,
2011-0813,20,Quiz-1,06 - 06-G 2016-17,PRO-06,4.5,A+,
2015-1333,13,Quiz-1,06 - 06-G 2016-17,PRO-06,2.0,D,
2009-0522,12,Quiz-1,06 - 06-G 2016-17,PRO-06,5.0,A+,
2016-1552,,Asst-I,01 - 01-B 2016-17,MAT-01,,,
2012-0954,81,Asst-I,03 - 03-G 2016-17,ENG-03,33.6,A,
2012-0937,61,Asst-I,02 - 02-Pur 2016-17,ENG-02,,,
2012-0925,57,Asst-I,02 - 02-Pur 2016-17,ENG-02,,,
2012-0964,65,Asst-I,02 - 02-Pur 2016-17,ENG-02,,,
2009-0508,67,Quiz-1,06 - 06-S 2016-17,PRO-06,4.5,A+,
2014-1238,69,Quiz-1,06 - 06-S 2016-17,PRO-06,4.5,A+,
2013-1136,76,Quiz-1,06 - 06-S 2016-17,PRO-06,3.0,B,
2010-0607,68,Quiz-1,06 - 06-S 2016-17,PRO-06,4.5,A+,
2008-0378,51,Quiz-1,06 - 06-S 2016-17,PRO-06,3.5,B+,
2008-0379,52,Quiz-1,06 - 06-S 2016-17,PRO-06,3.5,B+,
2016-1526,57,Quiz-1,06 - 06-S 2016-17,PRO-06,4.0,A,
2011-07860,79,Quiz-1,06 - 06-S 2016-17,PRO-06,4.0,A,
2012-0935,80,Quiz-1,06 - 06-S 2016-17,PRO-06,4.5,A+,
2010-0581,55,Quiz-1,06 - 06-S 2016-17,PRO-06,4.5,A+,
2014-1213,62,Quiz-1,06 - 06-S 2016-17,PRO-06,3.5,B+,
2010-0592,54,Quiz-1,06 - 06-S 2016-17,PRO-06,4.5,A+,
2015-1380,81,Quiz-1,06 - 06-S 2016-17,PRO-06,2.5,C,
2015-1373,78,Quiz-1,06 - 06-S 2016-17,PRO-06,3.5,B+,
2015-1326,71,Quiz-1,06 - 06-S 2016-17,PRO-06,2.5,C,
2015-1359,61,Quiz-1,06 - 06-S 2016-17,PRO-06,4.5,A+,
2014-1188,59,Quiz-1,06 - 06-S 2016-17,PRO-06,4.5,A+,
2014-1301,70,Quiz-1,06 - 06-S 2016-17,PRO-06,3.5,B+,
2008-0438,58,Quiz-1,06 - 06-S 2016-17,PRO-06,3.5,B+,
2010-0635,75,Quiz-1,06 - 06-S 2016-17,PRO-06,3.5,B+,
2012-0933,63,Quiz-1,06 - 06-S 2016-17,PRO-06,2.5,C,
2009-0540,72,Quiz-1,06 - 06-S 2016-17,PRO-06,3.0,B,
2010-0679,53,Quiz-1,06 - 06-S 2016-17,PRO-06,2.5,C,
2016-1535,66,Quiz-1,06 - 06-S 2016-17,PRO-06,2.0,D,
2015-1308,10,Quiz-1,04 - 04-G 2016-17,SS-04,6.45,D,
2013-1064,24,Quiz-1,04 - 04-G 2016-17,SS-04,4.2,F,
2010-0670,09,Quiz-1,04 - 04-G 2016-17,SS-04,7.2,D,
2010-0692,12,Quiz-1,04 - 04-G 2016-17,SS-04,14.5,A+,
2012-0918,19,Quiz-1,04 - 04-G 2016-17,SS-04,9.45,B,
2011-0711,16,Quiz-1,04 - 04-G 2016-17,SS-04,14.25,A+,
2013-10440,22,Quiz-1,04 - 04-G 2016-17,SS-04,9.15,B,
2010-0600,04,Quiz-1,04 - 04-G 2016-17,SS-04,14.7,A+,
2010-0693,13,Quiz-1,04 - 04-G 2016-17,SS-04,7.2,D,
2011-0850,02,Quiz-1,04 - 04-G 2016-17,SS-04,11.25,B+,
2013-1055,23,Quiz-1,04 - 04-G 2016-17,SS-04,13.5,A+,
2010-0673,08,Quiz-1,04 - 04-G 2016-17,SS-04,7.35,D,
2016-1485,14,Quiz-1,04 - 04-G 2016-17,SS-04,11.5,B+,
2016-1547,22,QUIZ-I,01 - 01-R 2016-17,ENG-01,,,
2010-0666,07,Quiz-1,04 - 04-G 2016-17,SS-04,12.9,A,
2010-0602,06,Quiz-1,04 - 04-G 2016-17,SS-04,13.5,A+,
2014-1199,15,Quiz-1,04 - 04-G 2016-17,SS-04,8.7,C,
2010-0584,01,Quiz-1,04 - 04-G 2016-17,SS-04,7.95,C,
2015-1317,11,Quiz-1,04 - 04-G 2016-17,SS-04,4.5,F,
2012-0878,05,Quiz-1,04 - 04-G 2016-17,SS-04,15.0,A+,
2014-1260,20,Quiz-1,04 - 04-G 2016-17,SS-04,11.25,B+,
2016-1547,22,QUIZ-I,01 - 01-R 2016-17,ISL-01,,,
2016-1547,22,QUIZ-I,01 - 01-R 2016-17,CS-01,,,
2016-1547,22,QUIZ-I,01 - 01-R 2016-17,SS-01,,,
2016-1547,22,QUIZ-I,01 - 01-R 2016-17,MAT-01,,,
2016-1547,22,QUIZ-I,01 - 01-R 2016-17,URD-01,,,
2014-1295,07,QUIZ-I,01 - 01-B 2016-17,ISL-01,,,
2016-1532,90,QUIZ-I,01 - 01-B 2016-17,ISL-01,,,
2016-1545,60,QUIZ-I,01 - 01-B 2016-17,ISL-01,,,
2016-1545,60,QUIZ-I,01 - 01-B 2016-17,ENG-01,,,
2016-1545,60,QUIZ-I,01 - 01-B 2016-17,CS-01,,,
2016-1545,60,QUIZ-I,01 - 01-B 2016-17,SS-01,,,
2016-1545,60,QUIZ-I,01 - 01-B 2016-17,MAT-01,,,
2016-1545,60,QUIZ-I,01 - 01-B 2016-17,URD-01,,,
2016-1552,,QUIZ-I,01 - 01-B 2016-17,ENG-01,,,
2016-1552,,QUIZ-I,01 - 01-B 2016-17,ISL-01,,,
2016-1552,,QUIZ-I,01 - 01-B 2016-17,CS-01,,,
2016-1552,,QUIZ-I,01 - 01-B 2016-17,SS-01,,,
2016-1552,,QUIZ-I,01 - 01-B 2016-17,MAT-01,,,
2016-1552,,QUIZ-I,01 - 01-B 2016-17,URD-01,,,
2013-1099,90,Quiz-1,04 - 04-S 2016-17,ISL-04,5.2,C,
2013-1035,86,Quiz-1,04 - 04-S 2016-17,ISL-04,8.8,A,
2013-1022,83,Quiz-1,04 - 04-S 2016-17,ISL-04,9.8,A+,
2012-0957,60,Quiz-1,04 - 04-S 2016-17,ISL-04,9.4,A+,
2014-1212,63,Quiz-1,04 - 04-S 2016-17,ISL-04,6.0,B,
2010-0716,70,Quiz-1,04 - 04-S 2016-17,ISL-04,4.2,D,
2011-0771,76,Quiz-1,04 - 04-S 2016-17,ISL-04,5.2,C,
2015-1306,53,Quiz-1,04 - 04-S 2016-17,ISL-04,9.8,A+,
2013-1020,82,Quiz-1,04 - 04-S 2016-17,ISL-04,9.0,A+,
2016-1512,52,Quiz-1,04 - 04-S 2016-17,ISL-04,9.2,A+,
2015-1311,57,Quiz-1,04 - 04-S 2016-17,ISL-04,8.2,A,
2010-0603,55,Quiz-1,04 - 04-S 2016-17,ISL-04,9.3,A+,
2014-1225,67,Quiz-1,04 - 04-S 2016-17,ISL-04,5.8,C,
2013-1086,89,Quiz-1,04 - 04-S 2016-17,ISL-04,8.8,A,
2013-1079,88,Quiz-1,04 - 04-S 2016-17,ISL-04,9.4,A+,
2011-0772,77,Quiz-1,04 - 04-S 2016-17,ISL-04,9.8,A+,
2013-1032,85,Quiz-1,04 - 04-S 2016-17,ISL-04,8.0,A,
2014-1240,79,Quiz-1,04 - 04-S 2016-17,ISL-04,4.4,D,
2015-1421,75,Quiz-1,04 - 04-S 2016-17,ISL-04,9.6,A+,
2010-0662,61,Quiz-1,04 - 04-S 2016-17,ISL-04,10.0,A+,
2010-0706,69,Quiz-1,04 - 04-S 2016-17,ISL-04,7.0,B+,
2010-0714,68,Quiz-1,04 - 04-S 2016-17,ISL-04,9.4,A+,
2013-1031,84,Quiz-1,04 - 04-S 2016-17,ISL-04,8.4,A,
2010-0708,66,Quiz-1,04 - 04-S 2016-17,ISL-04,9.4,A+,
2011-0627,59,Quiz-1,04 - 04-S 2016-17,ISL-04,6.5,B,
2012-0908,73,Quiz-1,04 - 04-S 2016-17,ISL-04,8.0,A,
2014-1255,87,Quiz-1,04 - 04-S 2016-17,ISL-04,8.7,A,
2011-0750,74,Quiz-1,04 - 04-S 2016-17,ISL-04,9.3,A+,
2014-1283,51,Quiz-1,04 - 04-S 2016-17,ISL-04,9.4,A+,
2014-1224,56,Quiz-1,04 - 04-S 2016-17,ISL-04,8.4,A,
2016-1478,78,Quiz-1,04 - 04-S 2016-17,ISL-04,3.6,F,
2015-1376,71,Quiz-1,04 - 04-S 2016-17,ISL-04,9.2,A+,
2016-1534,80,Quiz-1,04 - 04-S 2016-17,ISL-04,6.8,B,
2015-1385,58,Quiz-1,04 - 04-S 2016-17,ISL-04,3.7,F,
2016-1544,53,QUIZ-I,02 - 02-P 2016-17,ENG-02,,,
2016-1544,53,QUIZ-I,02 - 02-P 2016-17,MAT-02,,,
2016-1544,53,QUIZ-I,02 - 02-P 2016-17,URD-02,,,
2016-1544,53,QUIZ-I,02 - 02-P 2016-17,ISL-02,,,
2016-1544,53,QUIZ-I,02 - 02-P 2016-17,SS-02,,,
2016-1544,53,QUIZ-I,02 - 02-P 2016-17,CS-02,,,
2010-0623,02,Quiz-1,10 - 10 2016-17,BIO-10,,,
2014-1264,05,Quiz-1,10 - 10 2016-17,BIO-10,,,
2015-1398,13,Quiz-1,08 - 08-A 2016-17,BIO-08,,,
2006-0243,54,Quiz-1,08 - 08-B 2016-17,BIO-08,,,
2015-1403,03,QUIZ-I,03 - 03-G 2016-17,MAT-03,,,
2015-1403,03,QUIZ-I,03 - 03-G 2016-17,ENG-03,,,
2010-0614,73,Quiz-1,05 - 05-S 2016-17,SS-05,5.4,F,
2014-1279,66,Quiz-1,05 - 05-S 2016-17,SS-05,7.2,D,
2009-0568,64,Quiz-1,05 - 05-S 2016-17,SS-05,14.85,A+,
2011-0744,51,Quiz-1,05 - 05-S 2016-17,SS-05,10.5,B+,
2014-1182,65,Quiz-1,05 - 05-S 2016-17,SS-05,6.9,D,
2009-0565,62,Quiz-1,05 - 05-S 2016-17,SS-05,6.45,D,
2013-1067,85,Quiz-1,05 - 05-S 2016-17,SS-05,6.45,D,
2013-1041,86,Quiz-1,05 - 05-S 2016-17,SS-05,14.1,A+,
2009-0470,52,Quiz-1,05 - 05-S 2016-17,SS-05,8.85,C,
2014-1269,54,Quiz-1,05 - 05-S 2016-17,SS-05,8.24,C,
2015-1386,60,Quiz-1,05 - 05-S 2016-17,SS-05,14.7,A+,
2015-1394,79,Quiz-1,05 - 05-S 2016-17,SS-05,6.45,D,
2011-0855,77,Quiz-1,05 - 05-S 2016-17,SS-05,15.0,A+,
2014-1265,83,Quiz-1,05 - 05-S 2016-17,SS-05,7.5,C,
2009-0533,58,Quiz-1,05 - 05-S 2016-17,SS-05,12.6,A,
2010-0595,70,Quiz-1,05 - 05-S 2016-17,SS-05,6.6,D,
2014-1266,87,Quiz-1,05 - 05-S 2016-17,SS-05,6.0,D,
2012-0919,76,Quiz-1,05 - 05-S 2016-17,SS-05,10.8,B+,
2010-0590,68,Quiz-1,05 - 05-S 2016-17,SS-05,9.3,B,
2010-0725,53,Quiz-1,05 - 05-S 2016-17,SS-05,13.35,A,
2014-1221,55,Quiz-1,05 - 05-S 2016-17,SS-05,10.65,B+,
2012-0962,81,Quiz-1,05 - 05-S 2016-17,SS-05,15.0,A+,
2016-1528,56,Quiz-1,05 - 05-S 2016-17,SS-05,6.6,D,
2015-1381,84,Quiz-1,05 - 05-S 2016-17,SS-05,7.95,C,
2010-0615,74,Quiz-1,05 - 05-S 2016-17,SS-05,4.8,F,
2014-1189,82,Quiz-1,05 - 05-S 2016-17,SS-05,12.75,A,
2012-0934,61,Quiz-1,05 - 05-S 2016-17,SS-05,12.9,A,
2012-0943,72,Quiz-1,05 - 05-S 2016-17,SS-05,13.2,A,
2010-0583,67,Quiz-1,05 - 05-S 2016-17,SS-05,9.75,B,
2013-1038,78,Quiz-1,05 - 05-S 2016-17,SS-05,12.15,A,
2009-0566,63,Quiz-1,05 - 05-S 2016-17,SS-05,12.9,A,
2014-1270,57,Quiz-1,05 - 05-S 2016-17,SS-05,7.65,C,
2009-0552,59,Quiz-1,05 - 05-S 2016-17,SS-05,10.65,B+,
2010-0594,69,Quiz-1,05 - 05-S 2016-17,SS-05,6.45,D,
2010-0718,75,Quiz-1,05 - 05-S 2016-17,SS-05,4.0,F,
2010-0624,71,Quiz-1,05 - 05-S 2016-17,SS-05,12.15,A,
2016-1543,80,Quiz-1,05 - 05-S 2016-17,SS-05,14.25,A+,
2013-1099,90,Quiz-1,04 - 04-S 2016-17,PRO-04,2.0,D,
2013-1035,86,Quiz-1,04 - 04-S 2016-17,PRO-04,4.0,A,
2013-1022,83,Quiz-1,04 - 04-S 2016-17,PRO-04,2.0,D,
2012-0957,60,Quiz-1,04 - 04-S 2016-17,PRO-04,2.5,C,
2014-1212,63,Quiz-1,04 - 04-S 2016-17,PRO-04,3.0,B,
2010-0716,70,Quiz-1,04 - 04-S 2016-17,PRO-04,3.5,B+,
2011-0771,76,Quiz-1,04 - 04-S 2016-17,PRO-04,3.5,B+,
2015-1306,53,Quiz-1,04 - 04-S 2016-17,PRO-04,3.5,B+,
2013-1020,82,Quiz-1,04 - 04-S 2016-17,PRO-04,4.0,A,
2016-1512,52,Quiz-1,04 - 04-S 2016-17,PRO-04,2.5,C,
2015-1311,57,Quiz-1,04 - 04-S 2016-17,PRO-04,3.5,B+,
2010-0603,55,Quiz-1,04 - 04-S 2016-17,PRO-04,4.5,A+,
2014-1225,67,Quiz-1,04 - 04-S 2016-17,PRO-04,2.5,C,
2013-1086,89,Quiz-1,04 - 04-S 2016-17,PRO-04,4.0,A,
2013-1079,88,Quiz-1,04 - 04-S 2016-17,PRO-04,4.5,A+,
2011-0772,77,Quiz-1,04 - 04-S 2016-17,PRO-04,,,
2013-1032,85,Quiz-1,04 - 04-S 2016-17,PRO-04,2.5,C,
2014-1240,79,Quiz-1,04 - 04-S 2016-17,PRO-04,2.0,D,
2015-1421,75,Quiz-1,04 - 04-S 2016-17,PRO-04,3.0,B,
2010-0662,61,Quiz-1,04 - 04-S 2016-17,PRO-04,4.5,A+,
2010-0706,69,Quiz-1,04 - 04-S 2016-17,PRO-04,3.5,B+,
2010-0714,68,Quiz-1,04 - 04-S 2016-17,PRO-04,3.0,B,
2013-1031,84,Quiz-1,04 - 04-S 2016-17,PRO-04,4.5,A+,
2010-0708,66,Quiz-1,04 - 04-S 2016-17,PRO-04,4.5,A+,
2011-0627,59,Quiz-1,04 - 04-S 2016-17,PRO-04,2.0,D,
2012-0908,73,Quiz-1,04 - 04-S 2016-17,PRO-04,4.5,A+,
2014-1255,87,Quiz-1,04 - 04-S 2016-17,PRO-04,4.0,A,
2011-0750,74,Quiz-1,04 - 04-S 2016-17,PRO-04,4.0,A,
2014-1283,51,Quiz-1,04 - 04-S 2016-17,PRO-04,2.0,D,
2014-1224,56,Quiz-1,04 - 04-S 2016-17,PRO-04,2.0,D,
2016-1478,78,Quiz-1,04 - 04-S 2016-17,PRO-04,5.0,A+,
2015-1376,71,Quiz-1,04 - 04-S 2016-17,PRO-04,3.0,B,
2016-1534,80,Quiz-1,04 - 04-S 2016-17,PRO-04,3.0,B,
2015-1385,58,Quiz-1,04 - 04-S 2016-17,PRO-04,1.5,F,
2014-1279,66,Quiz-1,05 - 05-S 2016-17,PRO-05,,,
2016-1528,56,Quiz-1,05 - 05-S 2016-17,PRO-05,,,
2016-1543,80,Quiz-1,05 - 05-S 2016-17,PRO-05,,,
2016-1549,03,Quiz-1,06 - 06-G 2016-17,SCI-06,,,
2016-1549,03,Quiz-1,06 - 06-G 2016-17,PRO-06,,,
2016-1548,56,Quiz-1,06 - 06-S 2016-17,SCI-06,,,
2013-1099,90,Quiz-1,04 - 04-S 2016-17,SS-04,3.0,F,
2013-1035,86,Quiz-1,04 - 04-S 2016-17,SS-04,13.95,A+,
2013-1022,83,Quiz-1,04 - 04-S 2016-17,SS-04,10.8,B+,
2012-0957,60,Quiz-1,04 - 04-S 2016-17,SS-04,6.5,D,
2010-0716,70,Quiz-1,04 - 04-S 2016-17,SS-04,3.6,F,
2015-1311,57,Quiz-1,04 - 04-S 2016-17,SS-04,10.2,B,
2016-1478,78,Quiz-1,04 - 04-S 2016-17,SS-04,7.35,D,
2014-1212,63,Quiz-1,04 - 04-S 2016-17,SS-04,4.65,F,
2016-1512,52,Quiz-1,04 - 04-S 2016-17,SS-04,10.5,B+,
2015-1376,71,Quiz-1,04 - 04-S 2016-17,SS-04,7.8,C,
2014-1238,69,Quiz-1,06 - 06-S 2016-17,ISL-06,,,
2016-1548,56,Quiz-1,06 - 06-S 2016-17,ISL-06,,,
2010-0659,71,Quiz-1,07 - 07-B 2016-17,MAT-07,,,
2011-0860,53,Quiz-1,07 - 07-B 2016-17,PRO-07,2.5,C,
2016-1539,68,Quiz-1,07 - 07-B 2016-17,PRO-07,2.0,D,
2015-1427,73,Quiz-1,07 - 07-B 2016-17,PRO-07,,,
2013-1033,61,Quiz-1,07 - 07-B 2016-17,PRO-07,3.5,B+,
2015-1423,57,Quiz-1,07 - 07-B 2016-17,PRO-07,2.0,D,
2016-1527,58,Quiz-1,07 - 07-B 2016-17,PRO-07,4.0,A,
2009-0480,76,Quiz-1,07 - 07-B 2016-17,PRO-07,,,
2010-0659,71,Quiz-1,07 - 07-B 2016-17,PRO-07,,,
2011-0771,76,Quiz-1,04 - 04-S 2016-17,SS-04,6.6,D,
2015-1306,53,Quiz-1,04 - 04-S 2016-17,SS-04,12.3,A,
2013-1020,82,Quiz-1,04 - 04-S 2016-17,SS-04,8.55,C,
2010-0603,55,Quiz-1,04 - 04-S 2016-17,SS-04,8.7,C,
2014-1225,67,Quiz-1,04 - 04-S 2016-17,SS-04,3.6,F,
2013-1086,89,Quiz-1,04 - 04-S 2016-17,SS-04,12.3,A,
2013-1079,88,Quiz-1,04 - 04-S 2016-17,SS-04,13.2,A,
2011-0772,77,Quiz-1,04 - 04-S 2016-17,SS-04,10.95,B+,
2013-1032,85,Quiz-1,04 - 04-S 2016-17,SS-04,7.65,C,
2014-1240,79,Quiz-1,04 - 04-S 2016-17,SS-04,13.0,A,
2015-1421,75,Quiz-1,04 - 04-S 2016-17,SS-04,8.85,C,
2010-0662,61,Quiz-1,04 - 04-S 2016-17,SS-04,11.25,B+,
2010-0706,69,Quiz-1,04 - 04-S 2016-17,SS-04,3.9,F,
2010-0714,68,Quiz-1,04 - 04-S 2016-17,SS-04,7.2,D,
2013-1031,84,Quiz-1,04 - 04-S 2016-17,SS-04,13.8,A+,
2010-0708,66,Quiz-1,04 - 04-S 2016-17,SS-04,12.6,A,
2011-0627,59,Quiz-1,04 - 04-S 2016-17,SS-04,10.85,B+,
2012-0908,73,Quiz-1,04 - 04-S 2016-17,SS-04,6.7,D,
2014-1255,87,Quiz-1,04 - 04-S 2016-17,SS-04,12.7,A,
2011-0750,74,Quiz-1,04 - 04-S 2016-17,SS-04,6.3,D,
2014-1283,51,Quiz-1,04 - 04-S 2016-17,SS-04,8.1,C,
2014-1224,56,Quiz-1,04 - 04-S 2016-17,SS-04,7.5,C,
